ID,Area,Mean,Min,Max,X,Y
181,0,36,36,36,678.5,183
182,0,57,57,57,675.5,196
183,0,49,49,49,666.5,209
184,0,59,59,59,640.25,221.75
185,0,39,39,39,631.75,222
186,0,40,40,40,637.5,238
187,0,73,73,73,641.25,243.75
188,0,47,47,47,640,256.25
189,0,41,41,41,627.5,261
190,0,77,77,77,638.75,268.5
191,0,50,50,50,634.75,280.25
192,0,31,31,31,626.5,284.5
193,0,38,38,38,661.5,280.5
194,0,61,61,61,673.25,279.5
195,0,75,75,75,683.5,262.75
196,0,24,24,24,672.75,240.75
197,0,35,35,35,655.25,230
198,0,33,33,33,693,244.25
199,0,30,30,30,686.5,233
200,0,32,32,32,685.25,221.5
201,0,50,50,50,689.75,215.75
202,0,41,41,41,359.75,219.5
203,0,57,57,57,367.25,240.25
204,0,55,55,55,373,251.75
205,0,45,45,45,379.75,264.5
206,0,42,42,42,368.5,265
207,0,45,45,45,369.25,276.25
208,0,31,31,31,372.5,121.5
209,0,45,45,45,382.75,105.5
210,0,27,27,27,390.75,112.75
211,0,33,33,33,404.5,104.25
212,0,69,69,69,408.75,93
213,0,80,80,80,400.75,73.75
214,0,39,39,39,389.5,59.5
215,0,56,56,56,428.75,72.5
216,0,26,26,26,371.25,74
217,0,60,60,60,358.25,97.5
218,0,47,47,47,343.5,81
219,0,53,53,53,335.167,72.667
220,0,40,40,40,342,58.167
221,0,38,38,38,361.333,60.333
222,0,56,56,56,365,36.833
223,0,33,33,33,373,40.167
224,0,36,36,36,341.333,29.5
225,0,47,47,47,410.333,43.333
226,0,53,53,53,455.833,43.167
227,0,48,48,48,469.667,21
228,0,42,42,42,479.667,12.167
229,0,56,56,56,446.667,14.167
230,0,49,49,49,441.833,6.5
231,0,37,37,37,436.833,15.333
232,0,41,41,41,424.667,19
233,0,35,35,35,422,13.5
234,0,43,43,43,425,6.667
235,0,45,45,45,412.667,1.333
236,0,54,54,54,392.167,10.333
237,0,52,52,52,394.5,2.333
238,0,43,43,43,376.333,2.333
239,0,27,27,27,370.333,12.667
240,0,24,24,24,354.667,13
241,0,45,45,45,343.167,5.5
242,0,63,63,63,317,161
243,0,61,61,61,352.5,112.25
244,0,73,73,73,510.25,25.25
245,0,65,65,65,516.75,30.75
246,0,59,59,59,527.25,26.5
247,0,47,47,47,538.25,50.75
248,0,41,41,41,540.5,23.5
249,0,48,48,48,560,24
250,0,50,50,50,556.5,7.75
251,0,54,54,54,574,12
252,0,39,39,39,587.5,49.75
253,0,61,61,61,578.75,62.75
254,0,39,39,39,575.25,52
255,0,47,47,47,561.75,61.5
256,0,56,56,56,564.5,71.75
257,0,40,40,40,581.5,76.5
258,0,33,33,33,595,74.5
259,0,37,37,37,599.5,91.75
260,0,42,42,42,605,82.5
261,0,52,52,52,614,99.75
262,0,40,40,40,621.25,96.25
263,0,58,58,58,621.5,88.25
264,0,29,29,29,635,87.25
265,0,48,48,48,635,96.5
266,0,46,46,46,635,107
267,0,61,61,61,659.75,125.75
268,0,43,43,43,649.833,113
269,0,32,32,32,648,99.667
270,0,33,33,33,654.333,91
271,0,33,33,33,669.833,113.833
272,0,48,48,48,681.833,117
273,0,40,40,40,686.5,129.5
274,0,65,65,65,711.333,155.333
275,0,43,43,43,702.167,159.333
276,0,38,38,38,715.667,148.833
277,0,49,49,49,725,142.167
278,0,61,61,61,738.833,137.833
279,0,65,65,65,722.167,103.5
280,0,55,55,55,712,93.667
281,0,43,43,43,696.333,96.833
282,0,46,46,46,684.667,97
283,0,35,35,35,686,89
284,0,37,37,37,738.167,98.5
285,0,57,57,57,709.25,205.25
286,0,45,45,45,702.25,199.5
287,0,34,34,34,706.5,182.75
288,0,30,30,30,657.5,213.75
289,0,27,27,27,730,177.75
290,0,32,32,32,738.25,165.5
291,0,29,29,29,734,157.5
292,0,45,45,45,748.75,167.25
293,0,29,29,29,763.75,151.75
294,0,30,30,30,778.25,149.5
295,0,42,42,42,774.25,164.5
296,0,55,55,55,770.5,170.25
297,0,32,32,32,776.75,181
298,0,35,35,35,780.25,177
299,0,27,27,27,760,182.75
300,0,66,66,66,766,197.5
301,0,73,73,73,768.5,215.25
302,0,50,50,50,784,196.5
303,0,42,42,42,803.75,181.25
304,0,43,43,43,804.5,207.75
305,0,37,37,37,788.5,238.5
306,0,23,23,23,766.5,238.5
307,0,38,38,38,778.5,255.5
308,0,47,47,47,774.75,271.75
309,0,57,57,57,727.75,226.25
310,0,35,35,35,735.25,214.5
311,0,45,45,45,720.25,211
312,0,77,77,77,721.75,197
313,0,40,40,40,709.5,194.75
314,0,42,42,42,702.75,263.25
315,0,33,33,33,707.25,253.75
316,0,41,41,41,691.75,267.75
317,0,26,26,26,707.75,274
318,0,42,42,42,661.5,274
319,0,49,49,49,624,312
320,0,40,40,40,624,295.5
321,0,31,31,31,614.75,318.75
322,0,47,47,47,606.75,321.75
323,0,33,33,33,648.25,312.25
324,0,33,33,33,662.5,312
325,0,36,36,36,672.25,316.75
326,0,39,39,39,666.5,329
327,0,44,44,44,643.75,325.5
328,0,47,47,47,665.25,346.75
329,0,57,57,57,362,307
330,0,76,76,76,358.75,320.5
331,0,72,72,72,369.5,325.25
332,0,68,68,68,356.75,330.5
333,0,29,29,29,641.5,202.5
334,0,34,34,34,798.5,224.75
335,0,33,33,33,821.75,222.5
336,0,39,39,39,830.5,210
337,0,36,36,36,823.5,175
338,0,31,31,31,823.5,167.25
339,0,25,25,25,812.5,156.5
340,0,36,36,36,787.75,139.25
341,0,23,23,23,798.25,137
342,0,28,28,28,788.75,123
343,0,44,44,44,773,117
344,0,39,39,39,772.25,105.25
345,0,40,40,40,805.5,117.5
346,0,48,48,48,813,124.25
347,0,50,50,50,824.25,122
348,0,53,53,53,836.25,113.25
349,0,50,50,50,848.5,127.75
350,0,46,46,46,846,142
351,0,45,45,45,846.5,161.75
352,0,66,66,66,846.75,190.5
353,0,50,50,50,852,206
354,0,52,52,52,874.75,139.25
355,0,61,61,61,870.75,129
356,0,59,59,59,887.25,158.75
357,0,48,48,48,898.75,153.75
358,0,37,37,37,892.25,146.5
359,0,43,43,43,891.75,131.25
360,0,37,37,37,905.75,130
361,0,44,44,44,913,148
362,0,42,42,42,922.25,169.75
363,0,40,40,40,885,116
364,0,59,59,59,860.25,109
365,0,45,45,45,871.75,104
366,0,55,55,55,877.5,94.5
367,0,36,36,36,852.75,118.75
368,0,30,30,30,825,103.5
369,0,27,27,27,813.5,101.75
370,0,28,28,28,843.5,95.5
371,0,39,39,39,925.5,108.25
372,0,23,23,23,911,112.75
373,0,24,24,24,925.25,126.75
374,0,28,28,28,942.25,98
375,0,46,46,46,950,99.5
376,0,28,28,28,958.25,115.5
377,0,44,44,44,969.75,97.5
378,0,36,36,36,957.75,155.25
379,0,37,37,37,946.25,162.5
380,0,38,38,38,958.25,180.25
381,0,34,34,34,949.5,184.75
382,0,40,40,40,958.5,202.5
383,0,35,35,35,932,192
384,0,22,22,22,941.5,195.5
385,0,30,30,30,935.75,206
386,0,59,59,59,926.5,229.25
387,0,43,43,43,912,198
388,0,20,20,20,899.25,200.25
389,0,62,62,62,889.5,185
390,0,28,28,28,875.25,206.75
391,0,34,34,34,890.75,218.75
392,0,57,57,57,904.5,225
393,0,65,65,65,889.75,229
394,0,33,33,33,870,231
395,0,25,25,25,867.25,166.25
396,0,25,25,25,847,224
397,0,40,40,40,838.5,238
398,0,45,45,45,857,255.75
399,0,64,64,64,823.25,258.25
400,0,63,63,63,861,276.25
401,0,52,52,52,857.75,270.25
402,0,40,40,40,844.75,273
403,0,52,52,52,832.25,294.75
404,0,35,35,35,817,294.5
405,0,29,29,29,813.25,283.75
406,0,56,56,56,798,293.5
407,0,50,50,50,797,305
408,0,29,29,29,792,286.25
409,0,36,36,36,772,295.25
410,0,56,56,56,763.75,279.25
411,0,39,39,39,745.75,287.75
412,0,41,41,41,701.25,311.25
413,0,49,49,49,728.75,323.75
414,0,44,44,44,711,326
415,0,53,53,53,726.5,338.75
416,0,48,48,48,717.5,343
417,0,50,50,50,699.5,338
418,0,57,57,57,734.5,347
419,0,30,30,30,744,334.75
420,0,53,53,53,757.5,306
421,0,45,45,45,765.5,311.5
422,0,59,59,59,772.5,315.5
423,0,52,52,52,770.75,329
424,0,28,28,28,789.25,322.75
425,0,27,27,27,811.75,326.25
426,0,35,35,35,787.5,341.75
427,0,27,27,27,797.75,346
428,0,26,26,26,809.75,341.75
429,0,27,27,27,826.75,317.75
430,0,42,42,42,834.75,312.25
431,0,42,42,42,844.5,325.5
432,0,39,39,39,854.5,306.25
433,0,47,47,47,864,298.75
434,0,30,30,30,864.25,309.25
435,0,25,25,25,870.5,322
436,0,25,25,25,883,307.5
437,0,29,29,29,880.5,294.75
438,0,45,45,45,893.25,281
439,0,44,44,44,907.75,287
440,0,35,35,35,906.25,295
441,0,27,27,27,905.25,320.75
442,0,37,37,37,927.75,283
443,0,37,37,37,882,342.25
444,0,48,48,48,828,345.5
445,0,37,37,37,927.75,333.25
446,0,38,38,38,929.75,340
447,0,45,45,45,941.75,340.25
448,0,35,35,35,941.5,319
449,0,32,32,32,942.5,302.25
450,0,40,40,40,947,296
451,0,57,57,57,964,313.25
452,0,25,25,25,963.25,300.25
453,0,55,55,55,974.25,300.75
454,0,50,50,50,979.5,326
455,0,35,35,35,976.25,339.25
456,0,28,28,28,962.25,342
457,0,30,30,30,960,334.5
458,0,27,27,27,964.75,257.5
459,0,50,50,50,956.25,253
460,0,52,52,52,976.5,240
461,0,48,48,48,956.75,235
462,0,58,58,58,943.75,241
463,0,39,39,39,918,247.75
464,0,47,47,47,821.5,114
465,0,34,34,34,834.5,106.25
466,0,53,53,53,669,71.75
467,0,45,45,45,659,69.75
468,0,63,63,63,670.25,57.5
469,0,38,38,38,666.25,42
470,0,31,31,31,650.5,47.5
471,0,36,36,36,636.25,65.25
472,0,54,54,54,627.25,54.5
473,0,74,74,74,614.75,44.75
474,0,51,51,51,617.5,41.5
475,0,53,53,53,627.5,31.5
476,0,51,51,51,632.25,25.5
477,0,51,51,51,613.75,19.25
478,0,56,56,56,685.75,39
479,0,35,35,35,681,22.25
480,0,35,35,35,690.25,30
481,0,64,64,64,698.75,44.25
482,0,45,45,45,703.25,35.25
483,0,30,30,30,650.5,4.75
484,0,27,27,27,668.5,26.75
485,0,42,42,42,725.75,13.75
486,0,63,63,63,732.75,43
487,0,66,66,66,734.5,57.25
488,0,57,57,57,718.75,67.75
489,0,34,34,34,743.75,66.5
490,0,38,38,38,756.25,60.25
491,0,43,43,43,767.75,58.5
492,0,47,47,47,786.75,56
493,0,50,50,50,779.75,63.5
494,0,66,66,66,775.25,68.5
495,0,75,75,75,793.5,63.25
496,0,33,33,33,798,82.5
497,0,47,47,47,758,89.5
498,0,44,44,44,831,79.25
499,0,37,37,37,846.5,77.75
500,0,26,26,26,856.75,85.5
501,0,29,29,29,864.75,78.25
502,0,37,37,37,878,64
503,0,29,29,29,880.25,48.75
504,0,36,36,36,890.25,45.75
505,0,32,32,32,891.25,63.5
506,0,29,29,29,859.5,43.5
507,0,32,32,32,811.75,64.25
508,0,39,39,39,809.25,44.75
509,0,44,44,44,814.75,38.25
510,0,42,42,42,808.75,28.75
511,0,25,25,25,774.25,32
512,0,28,28,28,758,24
513,0,29,29,29,788.25,7.75
514,0,52,52,52,820.5,6.75
515,0,22,22,22,771,6.5
516,0,30,30,30,755.5,3.25
517,0,41,41,41,874,17.75
518,0,37,37,37,891.75,14.5
519,0,28,28,28,884.5,8
520,0,33,33,33,901.25,19.25
521,0,38,38,38,872.75,3
522,0,35,35,35,879,37.5
523,0,41,41,41,925.25,73
524,0,48,48,48,948.75,70.25
525,0,51,51,51,948.25,62
526,0,25,25,25,942.75,43
527,0,30,30,30,957,43
528,0,37,37,37,971,46.25
529,0,40,40,40,973,64.25
530,0,26,26,26,962,64.75
531,0,46,46,46,964.5,81.5
532,0,30,30,30,951,87.75
533,0,54,54,54,975.25,82.5
534,0,30,30,30,969,31.75
535,0,43,43,43,964.75,17.75
536,0,35,35,35,965.75,3.75
537,0,30,30,30,944.5,6.75
538,0,33,33,33,941.25,22.5
539,0,22,22,22,934.25,10.5
540,0,39,39,39,977.75,111
541,0,30,30,30,983,174
542,0,58,58,58,981.75,144.25
543,0,54,54,54,982,128.25
544,0,54,54,54,985.25,218.5
545,0,31,31,31,986.75,229.5
546,0,36,36,36,941.25,231.25
547,0,40,40,40,953.5,224.5
548,0,35,35,35,8.25,24.25
549,0,39,39,39,17,15.5
550,0,32,32,32,34.5,1.5
551,0,35,35,35,55.5,4
552,0,34,34,34,63.25,13.25
553,0,42,42,42,79.25,7.5
554,0,28,28,28,61,22.75
555,0,50,50,50,45.25,39
556,0,24,24,24,23.75,40.75
557,0,41,41,41,64,38.25
558,0,54,54,54,75.75,37
559,0,61,61,61,73.75,30
560,0,31,31,31,77.75,22.25
561,0,74,74,74,99.75,14
562,0,55,55,55,101.25,7.5
563,0,50,50,50,124.25,12.5
564,0,32,32,32,111,18
565,0,64,64,64,150,19.25
566,0,33,33,33,157.5,15
567,0,33,33,33,161.75,6.5
568,0,48,48,48,160.5,33.25
569,0,51,51,51,179,41.5
570,0,37,37,37,149.75,45.75
571,0,50,50,50,119.5,50.75
572,0,35,35,35,119.5,41.5
573,0,36,36,36,108.75,43.25
574,0,55,55,55,52.75,59.25
575,0,40,40,40,41.5,72.25
576,0,59,59,59,73.25,66.5
577,0,58,58,58,82,66.5
578,0,40,40,40,76.5,72.25
579,0,57,57,57,95.5,84.75
580,0,52,52,52,110.25,65.75
581,0,30,30,30,100.25,72.5
582,0,72,72,72,119,76.25
583,0,60,60,60,125.25,78.5
584,0,54,54,54,111.75,85.5
585,0,40,40,40,120,90
586,0,28,28,28,97.75,98.75
587,0,31,31,31,88.25,97.5
588,0,78,78,78,74,97.5
589,0,57,57,57,74,110.25
590,0,26,26,26,64.25,105.5
591,0,35,35,35,52.75,106
592,0,68,68,68,51.75,114.25
593,0,36,36,36,45.75,95.25
594,0,34,34,34,22.25,108.5
595,0,33,33,33,12.75,109.25
596,0,38,38,38,13.75,123.5
597,0,30,30,30,35.75,141
598,0,56,56,56,51.25,133
599,0,43,43,43,50.25,139
600,0,47,47,47,60.75,132.75
601,0,29,29,29,73.25,139.5
602,0,29,29,29,77.25,136
603,0,49,49,49,83.5,129
604,0,56,56,56,98.5,133.5
605,0,54,54,54,111.75,120.75
606,0,40,40,40,98,116.75
607,0,61,61,61,113.25,109.75
608,0,61,61,61,127.75,114.5
609,0,39,39,39,136,119.25
610,0,30,30,30,152.5,127.5
611,0,57,57,57,168.75,117
612,0,50,50,50,170.5,110
613,0,66,66,66,166.5,97.25
614,0,27,27,27,145.25,97.25
615,0,57,57,57,183.5,89.5
616,0,68,68,68,199,107.5
617,0,39,39,39,192,71
618,0,33,33,33,170.75,66.25
619,0,61,61,61,157.5,62
620,0,27,27,27,175.5,53.75
621,0,19,19,19,180.25,59.25
622,0,58,58,58,212,50.75
623,0,23,23,23,46.75,152.75
624,0,40,40,40,11,186.75
625,0,43,43,43,14,190.25
626,0,39,39,39,1.25,188.25
627,0,31,31,31,3,203
628,0,34,34,34,34,187.25
629,0,33,33,33,33.25,200.75
630,0,27,27,27,49,177.5
631,0,29,29,29,59,179.25
632,0,35,35,35,82.25,171.5
633,0,43,43,43,90,169.5
634,0,34,34,34,101,177.25
635,0,41,41,41,102.75,184.75
636,0,51,51,51,75,203
637,0,44,44,44,77.75,212.25
638,0,23,23,23,42,217
639,0,28,28,28,38.5,234.75
640,0,67,67,67,88.5,232.75
641,0,43,43,43,101.5,230.75
642,0,52,52,52,73.75,246.75
643,0,52,52,52,69.75,253.25
644,0,30,30,30,59.75,248
645,0,36,36,36,114.75,197.75
646,0,54,54,54,126,203.5
647,0,30,30,30,115.75,211.75
648,0,44,44,44,135.25,204.75
649,0,47,47,47,149.25,201.5
650,0,54,54,54,181.75,198.75
651,0,38,38,38,182,174.5
652,0,54,54,54,204,166.5
653,0,60,60,60,208.5,181
654,0,39,39,39,195.5,182
655,0,66,66,66,213,143.25
656,0,62,62,62,197.5,125
657,0,76,76,76,248.25,140
658,0,86,86,86,238,111.5
659,0,45,45,45,226.5,107.25
660,0,28,28,28,164.25,205.5
661,0,48,48,48,159,233.5
662,0,35,35,35,154,222.75
663,0,96,96,96,140.25,231.75
664,0,47,47,47,113.75,253.5
665,0,74,74,74,151.75,253.75
666,0,68,68,68,163,255.25
667,0,54,54,54,183.25,254
668,0,55,55,55,205.25,245.25
669,0,23,23,23,189.5,246.25
670,0,43,43,43,216,231
671,0,39,39,39,212.5,215.25
672,0,62,62,62,220,204
673,0,44,44,44,239,206
674,0,41,41,41,242,212.75
675,0,53,53,53,227.25,252
676,0,36,36,36,262.25,242.75
677,0,54,54,54,256,209
678,0,49,49,49,254.25,200
679,0,83,83,83,260.75,186.5
680,0,41,41,41,275.5,228
681,0,49,49,49,269,252.5
682,0,32,32,32,281.75,245.25
683,0,33,33,33,286.25,254.5
684,0,56,56,56,277.75,178.75
685,0,57,57,57,285.5,165.5
686,0,58,58,58,287.75,146.5
687,0,51,51,51,284.75,141.25
688,0,56,56,56,302.75,150
689,0,48,48,48,306.75,189.5
690,0,61,61,61,317,173
691,0,62,62,62,327.25,184.25
692,0,50,50,50,324.25,198.25
693,0,30,30,30,313.75,206.25
694,0,51,51,51,290,209.75
695,0,73,73,73,287.25,223.5
696,0,41,41,41,302,223
697,0,69,69,69,304.75,241.5
698,0,43,43,43,310.75,232
699,0,29,29,29,318.5,229.5
700,0,41,41,41,331.75,225.5
701,0,54,54,54,331.75,252.75
702,0,29,29,29,324.75,244.75
703,0,45,45,45,254.5,126.75
704,0,47,47,47,271.25,118
705,0,47,47,47,291.75,117.75
706,0,58,58,58,305.75,104.25
707,0,52,52,52,271.25,84.75
708,0,50,50,50,264.5,76
709,0,46,46,46,238.75,53
710,0,60,60,60,226.25,58.75
711,0,67,67,67,226,64.75
712,0,68,68,68,231.25,85
713,0,34,34,34,219,82.75
714,0,32,32,32,248,117.5
715,0,35,35,35,264.5,63.75
716,0,40,40,40,258.25,51.5
717,0,37,37,37,272.75,39.5
718,0,48,48,48,301,48.75
719,0,30,30,30,299.5,56.25
720,0,37,37,37,304.25,40.5
721,0,53,53,53,311.75,10.75
722,0,67,67,67,321.75,2
723,0,44,44,44,283,4.5
724,0,65,65,65,271,2
725,0,39,39,39,265.25,20.75
726,0,69,69,69,240.75,8.75
727,0,44,44,44,217.75,20.75
728,0,60,60,60,245.75,90.5
729,0,69,69,69,139.5,263.75
730,0,71,71,71,121.5,263.5
731,0,46,46,46,120.25,245.75
732,0,28,28,28,104.75,253.25
733,0,39,39,39,120.75,269.5
734,0,63,63,63,81.5,264.5
735,0,48,48,48,83,275.5
736,0,66,66,66,86.5,289.5
737,0,38,38,38,63,282.75
738,0,56,56,56,49.5,263
739,0,37,37,37,29,261
740,0,39,39,39,27,278.75
741,0,28,28,28,13,270
742,0,38,38,38,3,287.5
743,0,39,39,39,2.75,300.5
744,0,43,43,43,11.5,316.5
745,0,27,27,27,6.75,327.75
746,0,59,59,59,55,311.5
747,0,70,70,70,51.5,302.5
748,0,39,39,39,66.75,295.5
749,0,44,44,44,77.5,304.25
750,0,36,36,36,98.5,275.5
751,0,66,66,66,125.25,309.25
752,0,58,58,58,120.5,292
753,0,80,80,80,123.75,286.5
754,0,53,53,53,164.5,282.5
755,0,55,55,55,181,283.5
756,0,52,52,52,177.75,294
757,0,89,89,89,171.25,301.75
758,0,36,36,36,177.5,269.25
759,0,47,47,47,145.5,309.75
760,0,68,68,68,138.75,316
761,0,38,38,38,138.5,323.5
762,0,25,25,25,128.75,323.25
763,0,54,54,54,135,334
764,0,70,70,70,122.5,335.5
765,0,52,52,52,88.25,331.5
766,0,72,72,72,82.75,327.75
767,0,57,57,57,78,317.75
768,0,34,34,34,106,327.833
769,0,31,31,31,74.167,336.833
770,0,62,62,62,51.167,330.167
771,0,32,32,32,72.667,348.333
772,0,38,38,38,56.833,350.5
773,0,45,45,45,47.333,346.833
774,0,54,54,54,88.667,353.667
775,0,36,36,36,88.833,347.5
776,0,36,36,36,53.5,362.833
777,0,33,33,33,41.667,361.333
778,0,47,47,47,41.5,369.5
779,0,34,34,34,32.833,332.333
780,0,36,36,36,15.5,332.333
781,0,34,34,34,21,287.333
782,0,58,58,58,6.667,366.5
783,0,40,40,40,18.667,378.333
784,0,38,38,38,3.167,378.5
785,0,43,43,43,46,383
786,0,68,68,68,65.667,392.167
787,0,63,63,63,75.5,385.833
788,0,41,41,41,41,400
789,0,54,54,54,27.667,397
790,0,34,34,34,10.667,401.833
791,0,44,44,44,64,414.167
792,0,27,27,27,75.167,406.833
793,0,71,71,71,92.833,403.5
794,0,54,54,54,113.167,406.5
795,0,25,25,25,118.333,398.667
796,0,38,38,38,110.333,390.833
797,0,35,35,35,117.833,376.333
798,0,52,52,52,142,364.5
799,0,44,44,44,134.5,369.667
800,0,31,31,31,161.167,345.667
801,0,40,40,40,163.667,370.333
802,0,55,55,55,176.5,358.833
803,0,62,62,62,189.333,344.833
804,0,28,28,28,150.5,325.667
805,0,33,33,33,157.667,327.5
806,0,54,54,54,188.833,322.5
807,0,38,38,38,186.833,310.667
808,0,59,59,59,221.833,325.167
809,0,57,57,57,208.5,296.167
810,0,48,48,48,217.833,306
811,0,64,64,64,225.167,303
812,0,51,51,51,220.5,372
813,0,59,59,59,210.833,387
814,0,34,34,34,211.833,379.5
815,0,69,69,69,203.333,402.5
816,0,40,40,40,172.833,389.333
817,0,32,32,32,178.833,409.833
818,0,23,23,23,186.333,359
819,0,38,38,38,199.167,339.5
820,0,56,56,56,249,345
821,0,45,45,45,267,331.5
