ID,Area,Mean,Min,Max,X,Y
305,0,99,99,99,229,397.5
306,0,103,103,103,248,423
307,0,146,146,146,263.5,429
308,0,126,126,126,273,439
309,0,110,110,110,267,447
310,0,63,63,63,275.5,453.5
311,0,106,106,106,254.5,477
312,0,110,110,110,257,485
313,0,99,99,99,249.5,510
314,0,128,128,128,261,511
315,0,125,125,125,287,511
316,0,132,132,132,267.5,524
317,0,127,127,127,274,498
318,0,145,145,145,327.5,528.5
319,0,118,118,118,295.5,534.5
320,0,89,89,89,338.5,521
321,0,118,118,118,339.5,548
322,0,138,138,138,312,577.5
323,0,167,167,167,319.5,583.5
324,0,97,97,97,323.5,596
325,0,117,117,117,334,588
326,0,109,109,109,295,607
327,0,77,77,77,278.5,599
328,0,70,70,70,313,623.5
329,0,94,94,94,315.5,644.5
330,0,114,114,114,315,658
331,0,107,107,107,267.5,636
332,0,136,136,136,283.5,648
333,0,73,73,73,289,663
334,0,117,117,117,337,649
335,0,138,138,138,342,655
336,0,51,51,51,336,667
337,0,118,118,118,381,603
338,0,116,116,116,364.5,605.5
339,0,118,118,118,363.5,612.5
340,0,61,61,61,349,593
341,0,71,71,71,344,572.5
342,0,83,83,83,377.5,565
343,0,112,112,112,393,576
344,0,204,204,204,397.5,570
345,0,171,171,171,393,588.5
346,0,88,88,88,370.5,518
347,0,128,128,128,370,502
348,0,132,132,132,376,487
349,0,130,130,130,364.5,473
350,0,118,118,118,326,495
351,0,87,87,87,310.5,492.5
352,0,156,156,156,279.5,471.5
353,0,145,145,145,288,462.5
354,0,167,167,167,294.5,444.5
355,0,150,150,150,282,437
356,0,184,184,184,315.5,414.5
357,0,116,116,116,280.5,424
358,0,69,69,69,275,401.5
359,0,92,92,92,315.5,426
360,0,79,79,79,318.5,398
361,0,25,25,25,311,387
362,0,115,115,115,285,387
363,0,170,170,170,275,374
364,0,118,118,118,288.5,375.5
365,0,109,109,109,259.5,371
366,0,76,76,76,265,385.5
367,0,183,183,183,301,359
368,0,113,113,113,262,344
369,0,65,65,65,271,352
370,0,111,111,111,293,324.5
371,0,80,80,80,309.5,330
372,0,82,82,82,365,662.5
373,0,106,106,106,367,684.5
374,0,148,148,148,355,718.5
375,0,85,85,85,355,730
376,0,109,109,109,344,743.5
377,0,118,118,118,347,762
378,0,109,109,109,336,467.5
379,0,61,61,61,318,458.5
380,0,128,128,128,357.5,421.5
381,0,126,126,126,373.5,426
382,0,104,104,104,364.5,438
383,0,117,117,117,368.5,391.5
384,0,68,68,68,369.5,404.5
385,0,60,60,60,347.5,409.5
386,0,110,110,110,346,391
387,0,134,134,134,334.5,374.5
388,0,99,99,99,344.5,365
389,0,139,139,139,346,339.5
390,0,158,158,158,359.5,336
391,0,127,127,127,360.5,296.5
392,0,102,102,102,358.5,302.5
393,0,111,111,111,360,283
394,0,134,134,134,333,263.5
395,0,133,133,133,394.5,304.5
396,0,88,88,88,408.5,301
397,0,109,109,109,399,277
398,0,98,98,98,390,274.5
399,0,70,70,70,389.5,285.5
400,0,86,86,86,430.5,297
401,0,93,93,93,387,324
402,0,77,77,77,389.5,335
403,0,126,126,126,391.5,344.5
404,0,78,78,78,404.5,344.5
405,0,208,208,208,390.5,356.5
406,0,74,74,74,386,368
407,0,82,82,82,422.5,370
408,0,88,88,88,420.5,360.5
409,0,111,111,111,382,394
410,0,120,120,120,385,397
411,0,69,69,69,401.5,410.5
412,0,91,91,91,390.5,421
413,0,93,93,93,415,423
414,0,119,119,119,402,438
415,0,120,120,120,393,456.5
416,0,71,71,71,377.5,464
417,0,101,101,101,398,491.5
418,0,82,82,82,403.5,518.5
419,0,114,114,114,26.667,799
420,0,57,57,57,26,829
421,0,82,82,82,76,783.667
422,0,55,55,55,58,807
423,0,73,73,73,76.667,817
424,0,145,145,145,114.667,778.333
425,0,55,55,55,114,791
426,0,103,103,103,150,785
427,0,103,103,103,111.333,813
428,0,80,80,80,103.333,837.667
429,0,94,94,94,102,849
430,0,103,103,103,80,851
431,0,106,106,106,47.333,861
432,0,74,74,74,59.333,878.333
433,0,84,84,84,14.667,901
434,0,75,75,75,56,899.667
435,0,102,102,102,132,899.667
436,0,111,111,111,116,913.667
437,0,90,90,90,104.667,919
438,0,96,96,96,84.667,922.333
439,0,102,102,102,92.667,941
440,0,101,101,101,71.333,959.667
441,0,76,76,76,62.667,957
442,0,76,76,76,22.667,943.667
443,0,54,54,54,32.667,935
444,0,82,82,82,40.667,993.667
445,0,114,114,114,10.667,997.667
446,0,70,70,70,65.333,999.667
447,0,71,71,71,149.333,867
448,0,77,77,77,166.667,856.333
449,0,114,114,114,148.667,835
450,0,98,98,98,177.333,835
451,0,120,120,120,186,859.667
452,0,97,97,97,158,896.333
453,0,95,95,95,155.333,889
454,0,105,105,105,172.667,911.667
455,0,128,128,128,193.333,915.667
456,0,77,77,77,196,883.667
457,0,123,123,123,223.333,859
458,0,119,119,119,212.667,825.667
459,0,64,64,64,237.333,835
460,0,62,62,62,190,804.333
461,0,68,68,68,203.333,796.333
462,0,47,47,47,219.333,796.333
463,0,65,65,65,188,784.333
464,0,73,73,73,179.333,773
465,0,109,109,109,280,830.333
466,0,114,114,114,276,848.333
467,0,146,146,146,291.333,850.333
468,0,76,76,76,251.333,849
469,0,144,144,144,292,866.333
470,0,75,75,75,285.333,887
471,0,84,84,84,305.333,892.333
472,0,100,100,100,326.667,880.333
473,0,68,68,68,253.333,884.333
474,0,110,110,110,271.333,915
475,0,55,55,55,214,904.333
476,0,59,59,59,239.333,929
477,0,45,45,45,212,954.333
478,0,110,110,110,126.667,965
479,0,117,117,117,178,981.667
480,0,94,94,94,116.667,989
481,0,87,87,87,115.333,953.667
482,0,95,95,95,111.333,948.333
483,0,102,102,102,247.333,794.333
484,0,107,107,107,288.667,793.667
485,0,121,121,121,278.667,763.667
486,0,154,154,154,293.333,819
487,0,93,93,93,310.667,830.333
488,0,100,100,100,365.333,813
489,0,103,103,103,346.667,788.333
490,0,88,88,88,338,794.333
491,0,87,87,87,328,793
492,0,107,107,107,314.667,770.333
493,0,115,115,115,301.333,780.333
494,0,89,89,89,370.667,825
495,0,122,122,122,358.667,829
496,0,133,133,133,360,843
497,0,56,56,56,359.333,863.667
498,0,145,145,145,374,877
499,0,99,99,99,370.667,888.333
500,0,80,80,80,356,885.667
501,0,59,59,59,398.667,849.667
502,0,120,120,120,400,870.333
503,0,118,118,118,423.333,876.333
504,0,129,129,129,335.333,949.667
505,0,79,79,79,318,947.667
506,0,86,86,86,316,961.667
507,0,60,60,60,320.667,966.333
508,0,104,104,104,353.333,943.667
509,0,110,110,110,375.333,951
510,0,103,103,103,378.667,968.333
511,0,108,108,108,386,781
512,0,188,188,188,454.667,824
513,0,134,134,134,423,822
514,0,56,56,56,422,835
515,0,86,86,86,430,804
516,0,93,93,93,416,797
517,0,173,173,173,431,778
518,0,99,99,99,382,760
519,0,91,91,91,390,751
520,0,114,114,114,397,747
521,0,109,109,109,373,747
522,0,109,109,109,421,911
523,0,132,132,132,440,897
524,0,71,71,71,403,973
525,0,28,28,28,404,995
526,0,85,85,85,392,993
527,0,96,96,96,372,1016
528,0,99,99,99,330,246
529,0,96,96,96,320.667,244.667
530,0,95,95,95,308.667,251.333
531,0,116,116,116,306.667,260
532,0,103,103,103,292.667,254.667
533,0,120,120,120,319.333,220.667
534,0,125,125,125,320,212.667
535,0,106,106,106,324,201.333
536,0,103,103,103,321.333,190.667
537,0,57,57,57,336,199.333
538,0,138,138,138,358,190
539,0,128,128,128,362,166
540,0,106,106,106,334,152
541,0,85,85,85,380.667,32.667
542,0,78,78,78,386.667,49.333
543,0,92,92,92,395.333,50.667
544,0,95,95,95,394.667,65.333
545,0,81,81,81,396,79.333
546,0,70,70,70,405.333,78.667
547,0,157,157,157,350.667,64.667
548,0,124,124,124,350.667,48.667
549,0,116,116,116,344.667,78.667
550,0,131,131,131,357.333,94.667
551,0,120,120,120,380,141.333
552,0,153,153,153,394.667,142.667
553,0,176,176,176,403.333,143.333
554,0,121,121,121,394,131.333
555,0,65,65,65,416.667,130.667
556,0,63,63,63,406,109.333
557,0,136,136,136,400.667,159.333
558,0,109,109,109,412.667,159.333
559,0,74,74,74,412,174
560,0,90,90,90,390.667,192
561,0,87,87,87,343.333,218.667
562,0,85,85,85,392,234
563,0,67,67,67,414.667,194.667
564,0,100,100,100,428.667,188
565,0,148,148,148,444,164.667
566,0,133,133,133,436.667,248
567,0,190,190,190,410.667,258.667
568,0,129,129,129,438,272.667
569,0,138,138,138,440,328
570,0,128,128,128,446.667,334
571,0,64,64,64,466,327.333
572,0,111,111,111,466.667,314
573,0,95,95,95,442.667,380.667
574,0,135,135,135,484,358.667
575,0,138,138,138,431.333,409.333
576,0,125,125,125,436.667,450.667
577,0,84,84,84,416,462
578,0,159,159,159,424,485.333
579,0,120,120,120,450.667,466
580,0,119,119,119,432.667,512.667
581,0,130,130,130,447.333,507.333
582,0,156,156,156,454,510.667
583,0,91,91,91,468.667,508.667
584,0,58,58,58,474,516
585,0,77,77,77,481.333,528
586,0,96,96,96,471.333,551.333
587,0,122,122,122,462.667,544.667
588,0,115,115,115,458,551.333
589,0,97,97,97,448,550.667
590,0,76,76,76,434,538.667
591,0,92,92,92,424.667,529.333
592,0,125,125,125,454.667,575.333
593,0,120,120,120,468.667,574
594,0,128,128,128,438,590
595,0,90,90,90,426,591.333
596,0,96,96,96,413.333,591.333
597,0,87,87,87,422.667,606
598,0,55,55,55,413.333,612
599,0,117,117,117,455.333,611.333
600,0,61,61,61,446,630
601,0,166,166,166,426.667,660.333
602,0,90,90,90,386.667,651
603,0,76,76,76,408,645.667
604,0,92,92,92,400,662.333
605,0,116,116,116,406,680.333
606,0,67,67,67,394.667,675.667
607,0,91,91,91,414.667,693
608,0,73,73,73,440.667,678.333
609,0,75,75,75,447.333,671.667
610,0,124,124,124,458.667,675.667
611,0,137,137,137,444,217
612,0,109,109,109,439.333,206.333
613,0,112,112,112,446,200.333
614,0,123,123,123,482.667,287.667
615,0,115,115,115,516.667,263.667
616,0,103,103,103,501.333,264.333
617,0,71,71,71,475.333,273
618,0,97,97,97,456.667,300.333
619,0,142,142,142,482,241.667
620,0,100,100,100,471.333,450.333
621,0,96,96,96,482.667,478.333
622,0,112,112,112,498.667,463.667
623,0,87,87,87,485.333,441.667
624,0,57,57,57,497.333,439
625,0,80,80,80,502.667,446.333
626,0,107,107,107,511.333,431
627,0,99,99,99,521.333,463
628,0,140,140,140,529.333,457.667
629,0,135,135,135,509.333,508.333
630,0,56,56,56,540.667,496.333
631,0,102,102,102,526,520.333
632,0,110,110,110,520,523
633,0,106,106,106,543.333,513
634,0,94,94,94,547.333,535
635,0,112,112,112,509.333,547
636,0,72,72,72,495.333,563.667
637,0,101,101,101,530.667,559.667
638,0,87,87,87,537.333,551.667
639,0,84,84,84,555.333,557.667
640,0,107,107,107,545.333,585.667
641,0,115,115,115,503.333,599.667
642,0,165,165,165,502,613.667
643,0,84,84,84,508.667,631
644,0,87,87,87,524.667,653
645,0,124,124,124,516.667,664.333
646,0,81,81,81,484,683
647,0,84,84,84,545.333,615.667
648,0,117,117,117,564.667,591.667
649,0,109,109,109,578.667,599.667
650,0,69,69,69,580.667,611
651,0,89,89,89,591.333,611
652,0,99,99,99,589.333,675
653,0,119,119,119,568.667,681
654,0,117,117,117,568,693.667
655,0,96,96,96,549.333,693.667
656,0,104,104,104,538,685
657,0,115,115,115,424.667,37.667
658,0,85,85,85,446.667,25.667
659,0,97,97,97,428,48.333
660,0,105,105,105,432.667,58.333
661,0,123,123,123,452,54.333
662,0,113,113,113,442,77.667
663,0,102,102,102,441.333,100.333
664,0,102,102,102,451.333,97.667
665,0,98,98,98,454.667,106.333
666,0,142,142,142,462.667,86.333
667,0,147,147,147,480.667,105.667
668,0,99,99,99,474,140.333
669,0,98,98,98,478,161.667
670,0,135,135,135,481.333,179.667
671,0,128,128,128,483.333,204.333
672,0,146,146,146,495.333,199
673,0,167,167,167,507.333,211.667
674,0,141,141,141,504.667,169.667
675,0,115,115,115,523.333,197
676,0,90,90,90,530.667,219.667
677,0,96,96,96,535.333,226.333
678,0,48,48,48,528.667,239
679,0,106,106,106,541.333,247.667
680,0,100,100,100,552,228.333
681,0,144,144,144,562.667,248.333
682,0,50,50,50,577.333,251
683,0,128,128,128,588,253.667
684,0,91,91,91,584.667,264.333
685,0,108,108,108,568.667,285
686,0,100,100,100,550,269.667
687,0,112,112,112,560.667,293.667
688,0,78,78,78,538,288.333
689,0,115,115,115,533.333,308.333
690,0,91,91,91,522.667,299.667
691,0,59,59,59,524.667,321.667
692,0,92,92,92,534,341.667
693,0,125,125,125,512,343.667
694,0,176,176,176,502,353.667
695,0,153,153,153,503.333,369.667
696,0,98,98,98,522,357.667
697,0,145,145,145,510,707.667
698,0,110,110,110,505.333,712.333
699,0,58,58,58,480,709
700,0,84,84,84,505.333,743
701,0,77,77,77,494.667,731
702,0,73,73,73,482.667,739.667
703,0,76,76,76,464.667,725.667
704,0,123,123,123,430,745
705,0,64,64,64,420,741.667
706,0,52,52,52,400,737.667
707,0,133,133,133,456,775
708,0,123,123,123,447.333,776.333
709,0,83,83,83,452.667,758.333
710,0,97,97,97,466.667,758.333
711,0,77,77,77,420.667,719.667
712,0,98,98,98,402,707.667
713,0,119,119,119,446,701.667
714,0,135,135,135,500,781.667
715,0,121,121,121,486.667,796.333
716,0,117,117,117,513.333,771
717,0,123,123,123,520,815
718,0,141,141,141,489.333,827.667
719,0,144,144,144,494.667,837
720,0,122,122,122,484.667,845.667
721,0,100,100,100,524.667,839
722,0,88,88,88,515.333,871
723,0,64,64,64,499.333,861.667
724,0,96,96,96,468.667,861
725,0,78,78,78,474.5,886
726,0,59,59,59,431.5,858.5
727,0,136,136,136,464.5,913.5
728,0,119,119,119,510.667,911
729,0,113,113,113,497.333,927
730,0,102,102,102,451.333,960.333
731,0,109,109,109,442,985
732,0,123,123,123,454.667,1020.333
733,0,79,79,79,494,973.667
734,0,93,93,93,507.333,980.333
735,0,87,87,87,514,957.667
736,0,79,79,79,497.333,1014.333
737,0,106,106,106,534.667,949
738,0,105,105,105,552.667,954.333
739,0,79,79,79,557.333,944.333
740,0,63,63,63,574,937.667
741,0,87,87,87,586,930.333
742,0,65,65,65,587.333,945.667
743,0,107,107,107,605.333,986.333
744,0,73,73,73,558,975
745,0,86,86,86,584.667,999.667
746,0,73,73,73,576,993.667
747,0,74,74,74,555.333,999.667
748,0,119,119,119,606.667,1007.667
749,0,93,93,93,602,1017.667
750,0,73,73,73,589.333,1018.333
751,0,64,64,64,579.333,1019.667
752,0,37,37,37,568.667,1021
753,0,97,97,97,630.667,936.333
754,0,77,77,77,614.667,940.333
755,0,111,111,111,600,925.667
756,0,83,83,83,585.333,911
757,0,51,51,51,559.333,900.333
758,0,65,65,65,572,895.667
759,0,82,82,82,568,879.667
760,0,134,134,134,546,867
761,0,129,129,129,550,827.667
762,0,139,139,139,564,814.333
763,0,116,116,116,576,819.667
764,0,59,59,59,580,807
765,0,58,58,58,566.667,802.333
766,0,84,84,84,545.333,799.667
767,0,102,102,102,545.333,752.333
768,0,84,84,84,537.333,705.667
769,0,122,122,122,544,726.333
770,0,111,111,111,556.667,735
771,0,120,120,120,564,723.667
772,0,114,114,114,574,734.333
773,0,92,92,92,587.333,711.667
774,0,111,111,111,554.667,452.333
775,0,100,100,100,540.667,476.333
776,0,73,73,73,573.333,515
777,0,98,98,98,574,523.667
778,0,87,87,87,580.667,501
779,0,64,64,64,595.333,507
780,0,118,118,118,583.333,550.333
781,0,91,91,91,600.667,547.667
782,0,63,63,63,600,600.333
783,0,112,112,112,610.667,567.667
784,0,93,93,93,650,570.333
785,0,123,123,123,619.333,593
786,0,94,94,94,613.333,624.333
787,0,148,148,148,633.333,622.333
788,0,54,54,54,620.667,660.333
789,0,72,72,72,613.333,651
790,0,65,65,65,627.333,645.667
791,0,107,107,107,636.667,668.333
792,0,47,47,47,631.333,679.667
793,0,105,105,105,625.333,693
794,0,68,68,68,612.667,703
795,0,83,83,83,609.333,713
796,0,113,113,113,606.667,744.333
797,0,129,129,129,596,739.667
798,0,136,136,136,590,781
799,0,81,81,81,636,745.667
800,0,55,55,55,622,760.333
801,0,106,106,106,618.667,789
802,0,99,99,99,615.333,801
803,0,133,133,133,632.667,791.667
804,0,90,90,90,640.667,818.333
805,0,113,113,113,642.667,827.667
806,0,112,112,112,599.333,843
807,0,114,114,114,602.667,855
808,0,96,96,96,637.333,854.333
809,0,110,110,110,623.333,870.333
810,0,89,89,89,648.667,877.667
811,0,112,112,112,393,10
812,0,56,56,56,420,8
813,0,106,106,106,442,8
814,0,60,60,60,472,13
815,0,180,180,180,519,19
816,0,128,128,128,485,68
817,0,132,132,132,516,74.5
818,0,80,80,80,512,69.5
819,0,88,88,88,506.5,82
820,0,61,61,61,505,105
821,0,149,149,149,524.5,98.5
822,0,90,90,90,540.5,46.5
823,0,110,110,110,560.5,18.5
824,0,93,93,93,550.5,13.5
825,0,75,75,75,580,10.5
826,0,99,99,99,582.5,23.5
827,0,135,135,135,602,49.5
828,0,102,102,102,598.5,68
829,0,103,103,103,554.5,71.5
830,0,134,134,134,535,85
831,0,83,83,83,561,110
832,0,150,150,150,530.5,113
833,0,64,64,64,548.5,97
834,0,85,85,85,543,133
835,0,108,108,108,572.5,143.5
836,0,87,87,87,555.5,147
837,0,123,123,123,557.5,160.5
838,0,53,53,53,546.5,161
839,0,62,62,62,545.5,170.5
840,0,126,126,126,598.5,154
841,0,106,106,106,591.5,178
842,0,138,138,138,570,191.5
843,0,110,110,110,551,191.5
844,0,67,67,67,553,201
845,0,83,83,83,584.5,195.5
846,0,86,86,86,589.5,226.5
847,0,101,101,101,610,207
848,0,117,117,117,659.5,206.5
849,0,71,71,71,632,173
850,0,79,79,79,634.5,154.5
