 ,Area,Mean,Min,Max,X,Y
127,0.000,64,64,64,3.032,2.197
128,0.000,49,49,49,2.972,2.208
129,0.000,68,68,68,2.775,2.167
130,0.000,44,44,44,2.801,2.229
131,0.000,66,66,66,2.692,2.389
132,0.000,42,42,42,2.750,2.410
133,0.000,45,45,45,2.850,2.394
134,0.000,58,58,58,2.850,2.431
135,0.000,42,42,42,2.919,2.410
136,0.000,40,40,40,3.016,2.431
137,0.000,55,55,55,3.079,2.398
138,0.000,66,66,66,3.081,2.336
139,0.000,54,54,54,3.148,2.442
140,0.000,83,83,83,3.403,2.421
141,0.000,51,51,51,3.646,2.419
142,0.000,40,40,40,3.715,2.419
143,0.000,42,42,42,3.708,2.463
144,0.000,41,41,41,3.576,2.465
145,0.000,35,35,35,3.810,2.454
146,0.000,53,53,53,3.998,2.336
147,0.000,43,43,43,3.868,2.322
148,0.000,33,33,33,3.799,2.234
149,0.000,44,44,44,3.757,2.174
150,0.000,70,70,70,3.750,2.065
151,0.000,48,48,48,3.773,2.021
152,0.000,38,38,38,3.750,1.919
153,0.000,65,65,65,3.782,1.803
154,0.000,51,51,51,3.734,1.706
155,0.000,72,72,72,3.935,1.789
156,0.000,43,43,43,3.947,1.861
157,0.000,36,36,36,3.924,1.951
158,0.000,65,65,65,4.072,1.896
159,0.000,33,33,33,4.035,2.002
160,0.000,44,44,44,4.037,2.086
161,0.000,63,63,63,3.944,2.086
162,0.000,43,43,43,3.981,2.255
163,0.000,29,29,29,4.111,2.178
164,0.000,39,39,39,4.074,1.782
165,0.000,35,35,35,4.130,1.085
166,0.000,26,26,26,4.201,1.128
167,0.000,41,41,41,4.384,1.123
168,0.000,34,34,34,4.358,1.082
169,0.000,56,56,56,4.340,1.141
170,0.000,39,39,39,4.432,1.094
171,0.000,42,42,42,4.406,1.024
172,0.000,49,49,49,4.273,0.950
173,0.000,42,42,42,4.271,0.878
174,0.000,40,40,40,4.345,0.830
175,0.000,30,30,30,4.271,0.793
176,0.000,50,50,50,4.417,1.300
177,0.000,68,68,68,4.488,1.295
178,0.000,41,41,41,4.545,1.193
179,0.000,62,62,62,4.623,1.210
180,0.000,43,43,43,4.677,1.205
181,0.000,36,36,36,4.712,1.271
182,0.000,57,57,57,4.691,1.361
183,0.000,49,49,49,4.628,1.451
184,0.000,59,59,59,4.446,1.540
185,0.000,39,39,39,4.387,1.542
186,0.000,40,40,40,4.427,1.653
187,0.000,73,73,73,4.453,1.693
188,0.000,47,47,47,4.444,1.780
189,0.000,41,41,41,4.358,1.812
190,0.000,77,77,77,4.436,1.865
191,0.000,50,50,50,4.408,1.946
192,0.000,31,31,31,4.351,1.976
193,0.000,38,38,38,4.594,1.948
194,0.000,61,61,61,4.675,1.941
195,0.000,75,75,75,4.747,1.825
196,0.000,24,24,24,4.672,1.672
197,0.000,35,35,35,4.550,1.597
198,0.000,33,33,33,4.812,1.696
199,0.000,30,30,30,4.767,1.618
200,0.000,32,32,32,4.759,1.538
201,0.000,50,50,50,4.790,1.498
202,0.000,41,41,41,2.498,1.524
203,0.000,57,57,57,2.550,1.668
204,0.000,55,55,55,2.590,1.748
205,0.000,45,45,45,2.637,1.837
206,0.000,42,42,42,2.559,1.840
207,0.000,45,45,45,2.564,1.918
208,0.000,31,31,31,2.587,0.844
209,0.000,45,45,45,2.658,0.733
210,0.000,27,27,27,2.714,0.783
211,0.000,33,33,33,2.809,0.724
212,0.000,69,69,69,2.839,0.646
213,0.000,80,80,80,2.783,0.512
214,0.000,39,39,39,2.705,0.413
215,0.000,56,56,56,2.977,0.503
216,0.000,26,26,26,2.578,0.514
217,0.000,60,60,60,2.488,0.677
218,0.000,47,47,47,2.385,0.562
219,0.000,53,53,53,2.328,0.505
220,0.000,40,40,40,2.375,0.404
221,0.000,38,38,38,2.509,0.419
222,0.000,56,56,56,2.535,0.256
223,0.000,33,33,33,2.590,0.279
224,0.000,36,36,36,2.370,0.205
225,0.000,47,47,47,2.850,0.301
226,0.000,53,53,53,3.166,0.300
227,0.000,48,48,48,3.262,0.146
228,0.000,42,42,42,3.331,0.084
229,0.000,56,56,56,3.102,0.098
230,0.000,49,49,49,3.068,0.045
231,0.000,37,37,37,3.034,0.106
232,0.000,41,41,41,2.949,0.132
233,0.000,35,35,35,2.931,0.094
234,0.000,43,43,43,2.951,0.046
235,0.000,45,45,45,2.866,0.009
236,0.000,54,54,54,2.723,0.072
237,0.000,52,52,52,2.740,0.016
238,0.000,43,43,43,2.613,0.016
239,0.000,27,27,27,2.572,0.088
240,0.000,24,24,24,2.463,0.090
241,0.000,45,45,45,2.383,0.038
242,0.000,63,63,63,2.201,1.118
243,0.000,61,61,61,2.448,0.780
244,0.000,73,73,73,3.543,0.175
245,0.000,65,65,65,3.589,0.214
246,0.000,59,59,59,3.661,0.184
247,0.000,47,47,47,3.738,0.352
248,0.000,41,41,41,3.753,0.163
249,0.000,48,48,48,3.889,0.167
250,0.000,50,50,50,3.865,0.054
251,0.000,54,54,54,3.986,0.083
252,0.000,39,39,39,4.080,0.345
253,0.000,61,61,61,4.019,0.436
254,0.000,39,39,39,3.995,0.361
255,0.000,47,47,47,3.901,0.427
256,0.000,56,56,56,3.920,0.498
257,0.000,40,40,40,4.038,0.531
258,0.000,33,33,33,4.132,0.517
259,0.000,37,37,37,4.163,0.637
260,0.000,42,42,42,4.201,0.573
261,0.000,52,52,52,4.264,0.693
262,0.000,40,40,40,4.314,0.668
263,0.000,58,58,58,4.316,0.613
264,0.000,29,29,29,4.410,0.606
265,0.000,48,48,48,4.410,0.670
266,0.000,46,46,46,4.410,0.743
267,0.000,61,61,61,4.582,0.873
268,0.000,43,43,43,4.513,0.785
269,0.000,32,32,32,4.500,0.692
270,0.000,33,33,33,4.544,0.632
271,0.000,33,33,33,4.652,0.791
272,0.000,48,48,48,4.735,0.812
273,0.000,40,40,40,4.767,0.899
274,0.000,65,65,65,4.940,1.079
275,0.000,43,43,43,4.876,1.106
276,0.000,38,38,38,4.970,1.034
277,0.000,49,49,49,5.035,0.987
278,0.000,61,61,61,5.131,0.957
279,0.000,65,65,65,5.015,0.719
280,0.000,55,55,55,4.944,0.650
281,0.000,43,43,43,4.836,0.672
282,0.000,46,46,46,4.755,0.674
283,0.000,35,35,35,4.764,0.618
284,0.000,37,37,37,5.126,0.684
285,0.000,57,57,57,4.925,1.425
286,0.000,45,45,45,4.877,1.385
287,0.000,34,34,34,4.906,1.269
288,0.000,30,30,30,4.566,1.484
289,0.000,27,27,27,5.069,1.234
290,0.000,32,32,32,5.127,1.149
291,0.000,29,29,29,5.097,1.094
292,0.000,45,45,45,5.200,1.161
293,0.000,29,29,29,5.304,1.054
294,0.000,30,30,30,5.405,1.038
295,0.000,42,42,42,5.377,1.142
296,0.000,55,55,55,5.351,1.182
297,0.000,32,32,32,5.394,1.257
298,0.000,35,35,35,5.418,1.229
299,0.000,27,27,27,5.278,1.269
300,0.000,66,66,66,5.319,1.372
301,0.000,73,73,73,5.337,1.495
302,0.000,50,50,50,5.444,1.365
303,0.000,42,42,42,5.582,1.259
304,0.000,43,43,43,5.587,1.443
305,0.000,37,37,37,5.476,1.656
306,0.000,23,23,23,5.323,1.656
307,0.000,38,38,38,5.406,1.774
308,0.000,47,47,47,5.380,1.887
309,0.000,57,57,57,5.054,1.571
310,0.000,35,35,35,5.106,1.490
311,0.000,45,45,45,5.002,1.465
312,0.000,77,77,77,5.012,1.368
313,0.000,40,40,40,4.927,1.352
314,0.000,42,42,42,4.880,1.828
315,0.000,33,33,33,4.911,1.762
316,0.000,41,41,41,4.804,1.859
317,0.000,26,26,26,4.915,1.903
318,0.000,42,42,42,4.594,1.903
319,0.000,49,49,49,4.333,2.167
320,0.000,40,40,40,4.333,2.052
321,0.000,31,31,31,4.269,2.214
322,0.000,47,47,47,4.214,2.234
323,0.000,33,33,33,4.502,2.168
324,0.000,33,33,33,4.601,2.167
325,0.000,36,36,36,4.668,2.200
326,0.000,39,39,39,4.628,2.285
327,0.000,44,44,44,4.470,2.260
328,0.000,47,47,47,4.620,2.408
329,0.000,57,57,57,2.514,2.132
330,0.000,76,76,76,2.491,2.226
331,0.000,72,72,72,2.566,2.259
332,0.000,68,68,68,2.477,2.295
333,0.000,29,29,29,4.455,1.406
334,0.000,34,34,34,5.545,1.561
335,0.000,33,33,33,5.707,1.545
336,0.000,39,39,39,5.767,1.458
337,0.000,36,36,36,5.719,1.215
338,0.000,31,31,31,5.719,1.161
339,0.000,25,25,25,5.642,1.087
340,0.000,36,36,36,5.470,0.967
341,0.000,23,23,23,5.543,0.951
342,0.000,28,28,28,5.477,0.854
343,0.000,44,44,44,5.368,0.812
344,0.000,39,39,39,5.363,0.731
345,0.000,40,40,40,5.594,0.816
346,0.000,48,48,48,5.646,0.863
347,0.000,50,50,50,5.724,0.847
348,0.000,53,53,53,5.807,0.786
349,0.000,50,50,50,5.892,0.887
350,0.000,46,46,46,5.875,0.986
351,0.000,45,45,45,5.878,1.123
352,0.000,66,66,66,5.880,1.323
353,0.000,50,50,50,5.917,1.431
354,0.000,52,52,52,6.075,0.967
355,0.000,61,61,61,6.047,0.896
356,0.000,59,59,59,6.161,1.102
357,0.000,48,48,48,6.241,1.068
358,0.000,37,37,37,6.196,1.017
359,0.000,43,43,43,6.193,0.911
360,0.000,37,37,37,6.290,0.903
361,0.000,44,44,44,6.340,1.028
362,0.000,42,42,42,6.405,1.179
363,0.000,40,40,40,6.146,0.806
364,0.000,59,59,59,5.974,0.757
365,0.000,45,45,45,6.054,0.722
366,0.000,55,55,55,6.094,0.656
367,0.000,36,36,36,5.922,0.825
368,0.000,30,30,30,5.729,0.719
369,0.000,27,27,27,5.649,0.707
370,0.000,28,28,28,5.858,0.663
371,0.000,39,39,39,6.427,0.752
372,0.000,23,23,23,6.326,0.783
373,0.000,24,24,24,6.425,0.880
374,0.000,28,28,28,6.543,0.681
375,0.000,46,46,46,6.597,0.691
376,0.000,28,28,28,6.655,0.802
377,0.000,44,44,44,6.734,0.677
378,0.000,36,36,36,6.651,1.078
379,0.000,37,37,37,6.571,1.128
380,0.000,38,38,38,6.655,1.252
381,0.000,34,34,34,6.594,1.283
382,0.000,40,40,40,6.656,1.406
383,0.000,35,35,35,6.472,1.333
384,0.000,22,22,22,6.538,1.358
385,0.000,30,30,30,6.498,1.431
386,0.000,59,59,59,6.434,1.592
387,0.000,43,43,43,6.333,1.375
388,0.000,20,20,20,6.245,1.391
389,0.000,62,62,62,6.177,1.285
390,0.000,28,28,28,6.078,1.436
391,0.000,34,34,34,6.186,1.519
392,0.000,57,57,57,6.281,1.562
393,0.000,65,65,65,6.179,1.590
394,0.000,33,33,33,6.042,1.604
395,0.000,25,25,25,6.023,1.155
396,0.000,25,25,25,5.882,1.556
397,0.000,40,40,40,5.823,1.653
398,0.000,45,45,45,5.951,1.776
399,0.000,64,64,64,5.717,1.793
400,0.000,63,63,63,5.979,1.918
401,0.000,52,52,52,5.957,1.877
402,0.000,40,40,40,5.866,1.896
403,0.000,52,52,52,5.780,2.047
404,0.000,35,35,35,5.674,2.045
405,0.000,29,29,29,5.648,1.970
406,0.000,56,56,56,5.542,2.038
407,0.000,50,50,50,5.535,2.118
408,0.000,29,29,29,5.500,1.988
409,0.000,36,36,36,5.361,2.050
410,0.000,56,56,56,5.304,1.939
411,0.000,39,39,39,5.179,1.998
412,0.000,41,41,41,4.870,2.161
413,0.000,49,49,49,5.061,2.248
414,0.000,44,44,44,4.938,2.264
415,0.000,53,53,53,5.045,2.352
416,0.000,48,48,48,4.983,2.382
417,0.000,50,50,50,4.858,2.347
418,0.000,57,57,57,5.101,2.410
419,0.000,30,30,30,5.167,2.325
420,0.000,53,53,53,5.260,2.125
421,0.000,45,45,45,5.316,2.163
422,0.000,59,59,59,5.365,2.191
423,0.000,52,52,52,5.352,2.285
424,0.000,28,28,28,5.481,2.241
425,0.000,27,27,27,5.637,2.266
426,0.000,35,35,35,5.469,2.373
427,0.000,27,27,27,5.540,2.403
428,0.000,26,26,26,5.623,2.373
429,0.000,27,27,27,5.741,2.207
430,0.000,42,42,42,5.797,2.168
431,0.000,42,42,42,5.865,2.260
432,0.000,39,39,39,5.934,2.127
433,0.000,47,47,47,6.000,2.075
434,0.000,30,30,30,6.002,2.148
435,0.000,25,25,25,6.045,2.236
436,0.000,25,25,25,6.132,2.135
437,0.000,29,29,29,6.115,2.047
438,0.000,45,45,45,6.203,1.951
439,0.000,44,44,44,6.304,1.993
440,0.000,35,35,35,6.293,2.049
441,0.000,27,27,27,6.286,2.227
442,0.000,37,37,37,6.443,1.965
443,0.000,37,37,37,6.125,2.377
444,0.000,48,48,48,5.750,2.399
445,0.000,37,37,37,6.443,2.314
446,0.000,38,38,38,6.457,2.361
447,0.000,45,45,45,6.540,2.363
448,0.000,35,35,35,6.538,2.215
449,0.000,32,32,32,6.545,2.099
450,0.000,40,40,40,6.576,2.056
451,0.000,57,57,57,6.694,2.175
452,0.000,25,25,25,6.689,2.085
453,0.000,55,55,55,6.766,2.089
454,0.000,50,50,50,6.802,2.264
455,0.000,35,35,35,6.780,2.356
456,0.000,28,28,28,6.682,2.375
457,0.000,30,30,30,6.667,2.323
458,0.000,27,27,27,6.700,1.788
459,0.000,50,50,50,6.641,1.757
460,0.000,52,52,52,6.781,1.667
461,0.000,48,48,48,6.644,1.632
462,0.000,58,58,58,6.554,1.674
463,0.000,39,39,39,6.375,1.720
464,0.000,47,47,47,5.705,0.792
465,0.000,34,34,34,5.795,0.738
466,0.000,53,53,53,4.646,0.498
467,0.000,45,45,45,4.576,0.484
468,0.000,63,63,63,4.655,0.399
469,0.000,38,38,38,4.627,0.292
470,0.000,31,31,31,4.517,0.330
471,0.000,36,36,36,4.418,0.453
472,0.000,54,54,54,4.356,0.378
473,0.000,74,74,74,4.269,0.311
474,0.000,51,51,51,4.288,0.288
475,0.000,53,53,53,4.358,0.219
476,0.000,51,51,51,4.391,0.177
477,0.000,51,51,51,4.262,0.134
478,0.000,56,56,56,4.762,0.271
479,0.000,35,35,35,4.729,0.155
480,0.000,35,35,35,4.793,0.208
481,0.000,64,64,64,4.852,0.307
482,0.000,45,45,45,4.884,0.245
483,0.000,30,30,30,4.517,0.033
484,0.000,27,27,27,4.642,0.186
485,0.000,42,42,42,5.040,0.095
486,0.000,63,63,63,5.089,0.299
487,0.000,66,66,66,5.101,0.398
488,0.000,57,57,57,4.991,0.470
489,0.000,34,34,34,5.165,0.462
490,0.000,38,38,38,5.252,0.418
491,0.000,43,43,43,5.332,0.406
492,0.000,47,47,47,5.464,0.389
493,0.000,50,50,50,5.415,0.441
494,0.000,66,66,66,5.384,0.476
495,0.000,75,75,75,5.510,0.439
496,0.000,33,33,33,5.542,0.573
497,0.000,47,47,47,5.264,0.622
498,0.000,44,44,44,5.771,0.550
499,0.000,37,37,37,5.878,0.540
500,0.000,26,26,26,5.950,0.594
501,0.000,29,29,29,6.005,0.543
502,0.000,37,37,37,6.097,0.444
503,0.000,29,29,29,6.113,0.339
504,0.000,36,36,36,6.182,0.318
505,0.000,32,32,32,6.189,0.441
506,0.000,29,29,29,5.969,0.302
507,0.000,32,32,32,5.637,0.446
508,0.000,39,39,39,5.620,0.311
509,0.000,44,44,44,5.658,0.266
510,0.000,42,42,42,5.616,0.200
511,0.000,25,25,25,5.377,0.222
512,0.000,28,28,28,5.264,0.167
513,0.000,29,29,29,5.474,0.054
514,0.000,52,52,52,5.698,0.047
515,0.000,22,22,22,5.354,0.045
516,0.000,30,30,30,5.247,0.023
517,0.000,41,41,41,6.069,0.123
518,0.000,37,37,37,6.193,0.101
519,0.000,28,28,28,6.142,0.056
520,0.000,33,33,33,6.259,0.134
521,0.000,38,38,38,6.061,0.021
522,0.000,35,35,35,6.104,0.260
523,0.000,41,41,41,6.425,0.507
524,0.000,48,48,48,6.589,0.488
525,0.000,51,51,51,6.585,0.431
526,0.000,25,25,25,6.547,0.299
527,0.000,30,30,30,6.646,0.299
528,0.000,37,37,37,6.743,0.321
529,0.000,40,40,40,6.757,0.446
530,0.000,26,26,26,6.681,0.450
531,0.000,46,46,46,6.698,0.566
532,0.000,30,30,30,6.604,0.609
533,0.000,54,54,54,6.773,0.573
534,0.000,30,30,30,6.729,0.220
535,0.000,43,43,43,6.700,0.123
536,0.000,35,35,35,6.707,0.026
537,0.000,30,30,30,6.559,0.047
538,0.000,33,33,33,6.536,0.156
539,0.000,22,22,22,6.488,0.073
540,0.000,39,39,39,6.790,0.771
541,0.000,30,30,30,6.826,1.208
542,0.000,58,58,58,6.818,1.002
543,0.000,54,54,54,6.819,0.891
544,0.000,54,54,54,6.842,1.517
545,0.000,31,31,31,6.852,1.594
546,0.000,36,36,36,6.536,1.606
547,0.000,40,40,40,6.622,1.559
548,0.000,35,35,35,0.057,0.168
549,0.000,39,39,39,0.118,0.108
550,0.000,32,32,32,0.240,0.010
551,0.000,35,35,35,0.385,0.028
552,0.000,34,34,34,0.439,0.092
553,0.000,42,42,42,0.550,0.052
554,0.000,28,28,28,0.424,0.158
555,0.000,50,50,50,0.314,0.271
556,0.000,24,24,24,0.165,0.283
557,0.000,41,41,41,0.444,0.266
558,0.000,54,54,54,0.526,0.257
559,0.000,61,61,61,0.512,0.208
560,0.000,31,31,31,0.540,0.155
561,0.000,74,74,74,0.693,0.097
562,0.000,55,55,55,0.703,0.052
563,0.000,50,50,50,0.863,0.087
564,0.000,32,32,32,0.771,0.125
565,0.000,64,64,64,1.042,0.134
566,0.000,33,33,33,1.094,0.104
567,0.000,33,33,33,1.123,0.045
568,0.000,48,48,48,1.115,0.231
569,0.000,51,51,51,1.243,0.288
570,0.000,37,37,37,1.040,0.318
571,0.000,50,50,50,0.830,0.352
572,0.000,35,35,35,0.830,0.288
573,0.000,36,36,36,0.755,0.300
574,0.000,55,55,55,0.366,0.411
575,0.000,40,40,40,0.288,0.502
576,0.000,59,59,59,0.509,0.462
577,0.000,58,58,58,0.569,0.462
578,0.000,40,40,40,0.531,0.502
579,0.000,57,57,57,0.663,0.589
580,0.000,52,52,52,0.766,0.457
581,0.000,30,30,30,0.696,0.503
582,0.000,72,72,72,0.826,0.530
583,0.000,60,60,60,0.870,0.545
584,0.000,54,54,54,0.776,0.594
585,0.000,40,40,40,0.833,0.625
586,0.000,28,28,28,0.679,0.686
587,0.000,31,31,31,0.613,0.677
588,0.000,78,78,78,0.514,0.677
589,0.000,57,57,57,0.514,0.766
590,0.000,26,26,26,0.446,0.733
591,0.000,35,35,35,0.366,0.736
592,0.000,68,68,68,0.359,0.793
593,0.000,36,36,36,0.318,0.661
594,0.000,34,34,34,0.155,0.753
595,0.000,33,33,33,0.089,0.759
596,0.000,38,38,38,0.095,0.858
597,0.000,30,30,30,0.248,0.979
598,0.000,56,56,56,0.356,0.924
599,0.000,43,43,43,0.349,0.965
600,0.000,47,47,47,0.422,0.922
601,0.000,29,29,29,0.509,0.969
602,0.000,29,29,29,0.536,0.944
603,0.000,49,49,49,0.580,0.896
604,0.000,56,56,56,0.684,0.927
605,0.000,54,54,54,0.776,0.839
606,0.000,40,40,40,0.681,0.811
607,0.000,61,61,61,0.786,0.762
608,0.000,61,61,61,0.887,0.795
609,0.000,39,39,39,0.944,0.828
610,0.000,30,30,30,1.059,0.885
611,0.000,57,57,57,1.172,0.812
612,0.000,50,50,50,1.184,0.764
613,0.000,66,66,66,1.156,0.675
614,0.000,27,27,27,1.009,0.675
615,0.000,57,57,57,1.274,0.622
616,0.000,68,68,68,1.382,0.747
617,0.000,39,39,39,1.333,0.493
618,0.000,33,33,33,1.186,0.460
619,0.000,61,61,61,1.094,0.431
620,0.000,27,27,27,1.219,0.373
621,0.000,19,19,19,1.252,0.411
622,0.000,58,58,58,1.472,0.352
623,0.000,23,23,23,0.325,1.061
624,0.000,40,40,40,0.076,1.297
625,0.000,43,43,43,0.097,1.321
626,0.000,39,39,39,0.009,1.307
627,0.000,31,31,31,0.021,1.410
628,0.000,34,34,34,0.236,1.300
629,0.000,33,33,33,0.231,1.394
630,0.000,27,27,27,0.340,1.233
631,0.000,29,29,29,0.410,1.245
632,0.000,35,35,35,0.571,1.191
633,0.000,43,43,43,0.625,1.177
634,0.000,34,34,34,0.701,1.231
635,0.000,41,41,41,0.714,1.283
636,0.000,51,51,51,0.521,1.410
637,0.000,44,44,44,0.540,1.474
638,0.000,23,23,23,0.292,1.507
639,0.000,28,28,28,0.267,1.630
640,0.000,67,67,67,0.615,1.616
641,0.000,43,43,43,0.705,1.602
642,0.000,52,52,52,0.512,1.714
643,0.000,52,52,52,0.484,1.759
644,0.000,30,30,30,0.415,1.722
645,0.000,36,36,36,0.797,1.373
646,0.000,54,54,54,0.875,1.413
647,0.000,30,30,30,0.804,1.470
648,0.000,44,44,44,0.939,1.422
649,0.000,47,47,47,1.036,1.399
650,0.000,54,54,54,1.262,1.380
651,0.000,38,38,38,1.264,1.212
652,0.000,54,54,54,1.417,1.156
653,0.000,60,60,60,1.448,1.257
654,0.000,39,39,39,1.358,1.264
655,0.000,66,66,66,1.479,0.995
656,0.000,62,62,62,1.372,0.868
657,0.000,76,76,76,1.724,0.972
658,0.000,86,86,86,1.653,0.774
659,0.000,45,45,45,1.573,0.745
660,0.000,28,28,28,1.141,1.427
661,0.000,48,48,48,1.104,1.622
662,0.000,35,35,35,1.069,1.547
663,0.000,96,96,96,0.974,1.609
664,0.000,47,47,47,0.790,1.760
665,0.000,74,74,74,1.054,1.762
666,0.000,68,68,68,1.132,1.773
667,0.000,54,54,54,1.273,1.764
668,0.000,55,55,55,1.425,1.703
669,0.000,23,23,23,1.316,1.710
670,0.000,43,43,43,1.500,1.604
671,0.000,39,39,39,1.476,1.495
672,0.000,62,62,62,1.528,1.417
673,0.000,44,44,44,1.660,1.431
674,0.000,41,41,41,1.681,1.477
675,0.000,53,53,53,1.578,1.750
676,0.000,36,36,36,1.821,1.686
677,0.000,54,54,54,1.778,1.451
678,0.000,49,49,49,1.766,1.389
679,0.000,83,83,83,1.811,1.295
680,0.000,41,41,41,1.913,1.583
681,0.000,49,49,49,1.868,1.753
682,0.000,32,32,32,1.957,1.703
683,0.000,33,33,33,1.988,1.767
684,0.000,56,56,56,1.929,1.241
685,0.000,57,57,57,1.983,1.149
686,0.000,58,58,58,1.998,1.017
687,0.000,51,51,51,1.977,0.981
688,0.000,56,56,56,2.102,1.042
689,0.000,48,48,48,2.130,1.316
690,0.000,61,61,61,2.201,1.201
691,0.000,62,62,62,2.273,1.280
692,0.000,50,50,50,2.252,1.377
693,0.000,30,30,30,2.179,1.432
694,0.000,51,51,51,2.014,1.457
695,0.000,73,73,73,1.995,1.552
696,0.000,41,41,41,2.097,1.549
697,0.000,69,69,69,2.116,1.677
