 ,Area,Mean,Min,Max,X,Y
698,0.000,43,43,43,2.158,1.611
699,0.000,29,29,29,2.212,1.594
700,0.000,41,41,41,2.304,1.566
701,0.000,54,54,54,2.304,1.755
702,0.000,29,29,29,2.255,1.700
703,0.000,45,45,45,1.767,0.880
704,0.000,47,47,47,1.884,0.819
705,0.000,47,47,47,2.026,0.818
706,0.000,58,58,58,2.123,0.724
707,0.000,52,52,52,1.884,0.589
708,0.000,50,50,50,1.837,0.528
709,0.000,46,46,46,1.658,0.368
710,0.000,60,60,60,1.571,0.408
711,0.000,67,67,67,1.569,0.450
712,0.000,68,68,68,1.606,0.590
713,0.000,34,34,34,1.521,0.575
714,0.000,32,32,32,1.722,0.816
715,0.000,35,35,35,1.837,0.443
716,0.000,40,40,40,1.793,0.358
717,0.000,37,37,37,1.894,0.274
718,0.000,48,48,48,2.090,0.339
719,0.000,30,30,30,2.080,0.391
720,0.000,37,37,37,2.113,0.281
721,0.000,53,53,53,2.165,0.075
722,0.000,67,67,67,2.234,0.014
723,0.000,44,44,44,1.965,0.031
724,0.000,65,65,65,1.882,0.014
725,0.000,39,39,39,1.842,0.144
726,0.000,69,69,69,1.672,0.061
727,0.000,44,44,44,1.512,0.144
728,0.000,60,60,60,1.707,0.628
729,0.000,69,69,69,0.969,1.832
730,0.000,71,71,71,0.844,1.830
731,0.000,46,46,46,0.835,1.707
732,0.000,28,28,28,0.727,1.759
733,0.000,39,39,39,0.839,1.872
734,0.000,63,63,63,0.566,1.837
735,0.000,48,48,48,0.576,1.913
736,0.000,66,66,66,0.601,2.010
737,0.000,38,38,38,0.438,1.964
738,0.000,56,56,56,0.344,1.826
739,0.000,37,37,37,0.201,1.812
740,0.000,39,39,39,0.188,1.936
741,0.000,28,28,28,0.090,1.875
742,0.000,38,38,38,0.021,1.997
743,0.000,39,39,39,0.019,2.087
744,0.000,43,43,43,0.080,2.198
745,0.000,27,27,27,0.047,2.276
746,0.000,59,59,59,0.382,2.163
747,0.000,70,70,70,0.358,2.101
748,0.000,39,39,39,0.464,2.052
749,0.000,44,44,44,0.538,2.113
750,0.000,36,36,36,0.684,1.913
751,0.000,66,66,66,0.870,2.148
752,0.000,58,58,58,0.837,2.028
753,0.000,80,80,80,0.859,1.990
754,0.000,53,53,53,1.142,1.962
755,0.000,55,55,55,1.257,1.969
756,0.000,52,52,52,1.234,2.042
757,0.000,89,89,89,1.189,2.095
758,0.000,36,36,36,1.233,1.870
759,0.000,47,47,47,1.010,2.151
760,0.000,68,68,68,0.964,2.194
761,0.000,38,38,38,0.962,2.247
762,0.000,25,25,25,0.894,2.245
763,0.000,54,54,54,0.938,2.319
764,0.000,70,70,70,0.851,2.330
765,0.000,52,52,52,0.613,2.302
766,0.000,72,72,72,0.575,2.276
767,0.000,57,57,57,0.542,2.207
768,0.000,34,34,34,0.736,2.277
769,0.000,31,31,31,0.515,2.339
770,0.000,62,62,62,0.355,2.293
771,0.000,32,32,32,0.505,2.419
772,0.000,38,38,38,0.395,2.434
773,0.000,45,45,45,0.329,2.409
774,0.000,54,54,54,0.616,2.456
775,0.000,36,36,36,0.617,2.413
776,0.000,36,36,36,0.372,2.520
777,0.000,33,33,33,0.289,2.509
778,0.000,47,47,47,0.288,2.566
779,0.000,34,34,34,0.228,2.308
780,0.000,36,36,36,0.108,2.308
781,0.000,34,34,34,0.146,1.995
782,0.000,58,58,58,0.046,2.545
783,0.000,40,40,40,0.130,2.627
784,0.000,38,38,38,0.022,2.628
785,0.000,43,43,43,0.319,2.660
786,0.000,68,68,68,0.456,2.723
787,0.000,63,63,63,0.524,2.679
788,0.000,41,41,41,0.285,2.778
789,0.000,54,54,54,0.192,2.757
790,0.000,34,34,34,0.074,2.791
791,0.000,44,44,44,0.444,2.876
792,0.000,27,27,27,0.522,2.825
793,0.000,71,71,71,0.645,2.802
794,0.000,54,54,54,0.786,2.823
795,0.000,25,25,25,0.822,2.769
796,0.000,38,38,38,0.766,2.714
797,0.000,35,35,35,0.818,2.613
798,0.000,52,52,52,0.986,2.531
799,0.000,44,44,44,0.934,2.567
800,0.000,31,31,31,1.119,2.400
801,0.000,40,40,40,1.137,2.572
802,0.000,55,55,55,1.226,2.492
803,0.000,62,62,62,1.315,2.395
804,0.000,28,28,28,1.045,2.262
805,0.000,33,33,33,1.095,2.274
806,0.000,54,54,54,1.311,2.240
807,0.000,38,38,38,1.297,2.157
808,0.000,59,59,59,1.541,2.258
809,0.000,57,57,57,1.448,2.057
810,0.000,48,48,48,1.513,2.125
811,0.000,64,64,64,1.564,2.104
812,0.000,51,51,51,1.531,2.583
813,0.000,59,59,59,1.464,2.688
814,0.000,34,34,34,1.471,2.635
815,0.000,69,69,69,1.412,2.795
816,0.000,40,40,40,1.200,2.704
817,0.000,32,32,32,1.242,2.846
818,0.000,23,23,23,1.294,2.493
819,0.000,38,38,38,1.383,2.358
820,0.000,56,56,56,1.729,2.396
821,0.000,45,45,45,1.854,2.302
822,0.000,58,58,58,1.875,2.372
823,0.000,48,48,48,1.646,2.250
824,0.000,59,59,59,1.628,2.188
825,0.000,49,49,49,1.889,2.073
826,0.000,43,43,43,1.885,2.132
827,0.000,57,57,57,1.882,2.170
828,0.000,41,41,41,1.656,2.101
829,0.000,68,68,68,1.726,1.868
830,0.000,28,28,28,1.792,1.948
831,0.000,68,68,68,2.042,2.253
832,0.000,49,49,49,2.080,2.330
833,0.000,35,35,35,2.149,2.222
834,0.000,28,28,28,2.212,2.271
835,0.000,52,52,52,2.292,2.146
836,0.000,47,47,47,2.375,2.128
837,0.000,51,51,51,2.354,2.073
838,0.000,52,52,52,2.354,2.010
839,0.000,42,42,42,2.333,1.861
840,0.000,41,41,41,2.240,1.861
841,0.000,29,29,29,2.146,2.049
842,0.000,50,50,50,2.389,2.299
843,0.000,66,66,66,2.351,2.385
844,0.000,45,45,45,2.295,2.358
845,0.000,78,78,78,2.406,2.469
846,0.000,73,73,73,2.632,2.552
847,0.000,60,60,60,2.465,2.628
848,0.000,67,67,67,2.368,2.625
849,0.000,85,85,85,2.392,2.701
850,0.000,56,56,56,2.177,2.507
851,0.000,82,82,82,1.955,2.531
852,0.000,47,47,47,1.955,2.444
853,0.000,35,35,35,2.191,2.715
854,0.000,35,35,35,1.969,2.660
855,0.000,38,38,38,2.038,2.597
856,0.000,88,88,88,2.278,2.701
857,0.000,69,69,69,2.316,2.750
858,0.000,84,84,84,2.355,2.778
859,0.000,76,76,76,2.338,2.907
860,0.000,63,63,63,2.311,3.005
861,0.000,51,51,51,2.282,3.031
862,0.000,56,56,56,2.513,3.007
863,0.000,72,72,72,2.697,2.939
864,0.000,53,53,53,2.760,2.874
865,0.000,62,62,62,2.836,2.807
866,0.000,43,43,43,2.718,2.753
867,0.000,52,52,52,2.838,3.006
868,0.000,32,32,32,2.801,3.046
869,0.000,51,51,51,2.971,3.142
870,0.000,37,37,37,2.655,3.071
871,0.000,47,47,47,2.506,3.117
872,0.000,52,52,52,2.594,3.215
873,0.000,59,59,59,2.650,3.274
874,0.000,58,58,58,1.895,2.641
875,0.000,40,40,40,1.750,2.642
876,0.000,34,34,34,1.854,2.749
877,0.000,67,67,67,1.750,2.781
878,0.000,30,30,30,1.677,2.745
879,0.000,33,33,33,1.677,2.852
880,0.000,32,32,32,1.991,2.845
881,0.000,43,43,43,2.027,2.919
882,0.000,68,68,68,2.119,2.971
883,0.000,59,59,59,2.095,3.030
884,0.000,63,63,63,1.916,3.065
885,0.000,68,68,68,1.895,3.161
886,0.000,41,41,41,1.926,3.237
887,0.000,62,62,62,1.846,3.272
888,0.000,42,42,42,2.079,3.189
889,0.000,52,52,52,2.334,2.826
890,0.000,37,37,37,2.263,3.181
891,0.000,31,31,31,2.197,3.235
892,0.000,84,84,84,2.197,3.270
893,0.000,49,49,49,2.258,3.260
894,0.000,46,46,46,2.369,3.251
895,0.000,45,45,45,2.196,3.340
896,0.000,43,43,43,2.222,3.325
897,0.000,61,61,61,2.278,3.335
898,0.000,52,52,52,2.040,3.356
899,0.000,36,36,36,2.118,3.458
900,0.000,38,38,38,1.490,3.047
901,0.000,51,51,51,1.554,2.964
902,0.000,50,50,50,1.625,2.969
903,0.000,18,18,18,1.523,2.889
904,0.000,65,65,65,2.856,2.637
905,0.000,33,33,33,2.861,2.703
906,0.000,28,28,28,3.021,2.592
907,0.000,25,25,25,3.005,2.694
908,0.000,19,19,19,3.095,2.667
909,0.000,36,36,36,3.214,2.648
910,0.000,28,28,28,1.507,3.179
911,0.000,32,32,32,1.733,3.269
912,0.000,77,77,77,1.446,3.356
913,0.000,26,26,26,1.628,3.443
914,0.000,69,69,69,1.476,3.540
915,0.000,52,52,52,1.401,3.594
916,0.000,34,34,34,1.639,3.634
917,0.000,27,27,27,1.774,3.585
918,0.000,42,42,42,1.885,3.540
919,0.000,24,24,24,1.998,3.622
920,0.000,44,44,44,2.078,3.585
921,0.000,29,29,29,2.151,3.637
922,0.000,32,32,32,1.547,3.785
923,0.000,43,43,43,1.700,3.812
924,0.000,74,74,74,1.410,3.780
925,0.000,45,45,45,1.394,3.684
926,0.000,44,44,44,1.453,3.707
927,0.000,44,44,44,1.326,3.832
928,0.000,38,38,38,1.696,4.042
929,0.000,29,29,29,1.589,4.061
930,0.000,60,60,60,1.901,3.931
931,0.000,38,38,38,1.941,3.859
932,0.000,24,24,24,2.033,3.823
933,0.000,59,59,59,2.153,3.878
934,0.000,51,51,51,2.238,3.941
935,0.000,53,53,53,1.946,4.009
936,0.000,36,36,36,2.104,4.102
937,0.000,57,57,57,1.957,4.125
938,0.000,33,33,33,1.884,4.073
939,0.000,56,56,56,2.290,3.847
940,0.000,66,66,66,2.233,3.797
941,0.000,40,40,40,2.375,3.809
942,0.000,54,54,54,2.484,3.786
943,0.000,36,36,36,2.582,3.786
944,0.000,36,36,36,2.656,3.700
945,0.000,34,34,34,2.786,3.736
946,0.000,52,52,52,2.703,3.892
947,0.000,51,51,51,2.561,3.924
948,0.000,37,37,37,2.363,3.925
949,0.000,61,61,61,2.510,4.128
950,0.000,79,79,79,2.630,4.243
951,0.000,72,72,72,2.759,4.307
952,0.000,45,45,45,2.727,4.460
953,0.000,52,52,52,2.328,4.351
954,0.000,56,56,56,2.290,4.293
955,0.000,62,62,62,2.389,4.316
956,0.000,29,29,29,2.214,4.243
957,0.000,30,30,30,2.233,4.038
958,0.000,82,82,82,1.356,2.984
959,0.000,97,97,97,1.273,3.100
960,0.000,38,38,38,1.278,3.201
961,0.000,43,43,43,1.282,3.266
962,0.000,42,42,42,1.130,3.164
963,0.000,28,28,28,1.134,3.220
964,0.000,35,35,35,0.986,3.025
965,0.000,56,56,56,0.917,3.062
966,0.000,43,43,43,0.884,3.155
967,0.000,54,54,54,0.856,2.919
968,0.000,27,27,27,0.764,3.058
969,0.000,53,53,53,0.648,3.016
970,0.000,46,46,46,0.574,3.081
971,0.000,35,35,35,0.657,3.206
972,0.000,37,37,37,0.435,3.030
973,0.000,34,34,34,0.273,2.910
974,0.000,31,31,31,0.208,2.947
975,0.000,49,49,49,0.093,2.998
976,0.000,35,35,35,0.028,2.951
977,0.000,58,58,58,0.190,3.201
978,0.000,41,41,41,0.241,3.183
979,0.000,43,43,43,0.417,3.308
980,0.000,50,50,50,0.519,3.377
981,0.000,71,71,71,0.560,3.410
982,0.000,34,34,34,0.514,3.475
983,0.000,50,50,50,0.208,3.465
984,0.000,67,67,67,0.838,3.382
985,0.000,64,64,64,0.838,3.470
986,0.000,69,69,69,0.741,3.461
987,0.000,56,56,56,0.745,3.377
988,0.000,51,51,51,1.282,3.433
989,0.000,30,30,30,1.250,3.377
990,0.000,27,27,27,1.134,3.340
991,0.000,41,41,41,0.954,3.317
992,0.000,72,72,72,1.125,3.400
993,0.000,28,28,28,1.199,3.553
994,0.000,20,20,20,1.120,3.516
995,0.000,52,52,52,1.060,3.613
996,0.000,36,36,36,0.921,3.664
997,0.000,54,54,54,0.986,3.752
998,0.000,31,31,31,0.903,3.715
999,0.000,55,55,55,0.866,3.799
1000,0.000,66,66,66,0.648,3.729
1001,0.000,42,42,42,0.602,3.706
1002,0.000,33,33,33,0.713,3.623
1003,0.000,23,23,23,0.083,3.669
1004,0.000,34,34,34,0.162,3.831
1005,0.000,44,44,44,0.389,3.817
1006,0.000,43,43,43,0.468,3.896
1007,0.000,53,53,53,0.389,3.951
1008,0.000,56,56,56,0.468,3.961
1009,0.000,57,57,57,0.546,3.970
1010,0.000,57,57,57,0.560,4.044
1011,0.000,30,30,30,0.454,4.095
1012,0.000,30,30,30,0.157,3.998
1013,0.000,25,25,25,0.097,3.947
1014,0.000,28,28,28,0.046,4.039
1015,0.000,74,74,74,0.171,4.053
1016,0.000,51,51,51,0.056,4.234
1017,0.000,58,58,58,0.088,4.164
1018,0.000,39,39,39,0.389,4.215
1019,0.000,41,41,41,0.301,4.257
1020,0.000,32,32,32,0.185,4.368
1021,0.000,55,55,55,0.111,4.456
1022,0.000,70,70,70,0.032,4.539
1023,0.000,46,46,46,0.356,4.438
1024,0.000,32,32,32,0.468,4.363
1025,0.000,36,36,36,0.500,4.285
1026,0.000,58,58,58,0.634,4.368
1027,0.000,58,58,58,0.736,4.155
1028,0.000,34,34,34,0.685,4.275
1029,0.000,62,62,62,1.093,4.039
1030,0.000,43,43,43,1.116,4.113
1031,0.000,74,74,74,1.176,4.058
1032,0.000,48,48,48,1.153,3.914
1033,0.000,64,64,64,1.125,3.891
1034,0.000,51,51,51,1.282,3.794
1035,0.000,53,53,53,1.282,4.285
1036,0.000,45,45,45,1.287,4.206
1037,0.000,35,35,35,1.324,4.252
1038,0.000,38,38,38,1.481,4.197
1039,0.000,39,39,39,1.023,4.243
1040,0.000,43,43,43,0.838,4.062
1041,0.000,42,42,42,0.852,4.405
1042,0.000,54,54,54,0.176,4.627
1043,0.000,51,51,51,0.019,4.757
1044,0.000,36,36,36,0.514,4.613
1045,0.000,42,42,42,0.639,4.637
1046,0.000,44,44,44,0.616,4.683
1047,0.000,30,30,30,0.500,4.720
1048,0.000,70,70,70,0.995,4.572
1049,0.000,48,48,48,1.088,4.539
1050,0.000,41,41,41,1.259,4.590
1051,0.000,64,64,64,1.083,4.799
1052,0.000,52,52,52,1.310,4.771
1053,0.000,40,40,40,1.389,4.660
1054,0.000,40,40,40,0.819,4.692
1055,0.000,26,26,26,0.764,4.771
1056,0.000,29,29,29,0.681,4.887
1057,0.000,19,19,19,0.569,4.919
1058,0.000,40,40,40,0.468,4.965
1059,0.000,35,35,35,0.343,4.850
1060,0.000,33,33,33,0.273,4.900
1061,0.000,22,22,22,0.185,4.947
1062,0.000,23,23,23,0.236,4.812
1063,0.000,43,43,43,0.444,5.155
1064,0.000,28,28,28,0.306,5.137
1065,0.000,38,38,38,0.241,5.303
1066,0.000,21,21,21,0.352,5.271
1067,0.000,47,47,47,0.046,5.150
1068,0.000,28,28,28,0.037,5.266
1069,0.000,42,42,42,0.824,5.104
1070,0.000,23,23,23,0.704,5.192
1071,0.000,28,28,28,0.602,5.275
1072,0.000,28,28,28,0.505,5.373
1073,0.000,23,23,23,0.560,5.424
1074,0.000,34,34,34,0.644,5.461
1075,0.000,41,41,41,0.296,5.488
1076,0.000,30,30,30,0.319,5.549
1077,0.000,26,26,26,0.125,5.549
1078,0.000,23,23,23,0.301,5.688
1079,0.000,23,23,23,0.954,5.076
1080,0.000,26,26,26,0.856,4.961
1081,0.000,62,62,62,1.074,4.993
1082,0.000,34,34,34,1.208,4.947
1083,0.000,43,43,43,1.343,4.914
1084,0.000,30,30,30,1.329,4.854
1085,0.000,31,31,31,1.449,4.882
1086,0.000,55,55,55,1.542,4.882
1087,0.000,45,45,45,1.676,4.836
1088,0.000,48,48,48,1.667,4.530
1089,0.000,42,42,42,1.731,4.382
1090,0.000,76,76,76,2.069,4.433
1091,0.000,29,29,29,1.926,4.396
1092,0.000,49,49,49,2.060,4.558
1093,0.000,47,47,47,2.005,4.512
1094,0.000,49,49,49,1.824,4.947
1095,0.000,44,44,44,1.852,4.896
1096,0.000,56,56,56,1.741,5.132
1097,0.000,24,24,24,1.509,5.137
1098,0.000,21,21,21,1.389,5.150
1099,0.000,65,65,65,1.394,5.373
1100,0.000,54,54,54,1.333,5.419
1101,0.000,73,73,73,1.412,5.428
1102,0.000,41,41,41,1.384,5.484
1103,0.000,75,75,75,1.162,5.340
1104,0.000,48,48,48,1.065,5.377
1105,0.000,52,52,52,1.162,5.225
1106,0.000,45,45,45,1.037,5.197
1107,0.000,44,44,44,0.917,5.456
1108,0.000,22,22,22,0.940,5.516
1109,0.000,24,24,24,0.806,5.465
1110,0.000,49,49,49,0.676,5.729
1111,0.000,24,24,24,0.745,5.646
1112,0.000,37,37,37,0.861,5.646
1113,0.000,32,32,32,0.986,5.632
1114,0.000,22,22,22,1.046,5.697
1115,0.000,45,45,45,1.074,5.734
1116,0.000,58,58,58,1.144,5.697
1117,0.000,62,62,62,1.319,5.701
1118,0.000,50,50,50,1.324,5.729
1119,0.000,25,25,25,1.694,4.655
1120,0.000,31,31,31,1.579,4.655
1121,0.000,32,32,32,1.644,4.442
1122,0.000,63,63,63,1.954,4.637
1123,0.000,68,68,68,1.944,4.692
1124,0.000,29,29,29,1.852,4.775
1125,0.000,29,29,29,1.926,4.525
1126,0.000,59,59,59,1.977,5.012
1127,0.000,40,40,40,1.556,5.326
1128,0.000,58,58,58,2.444,3.488
1129,0.000,52,52,52,2.616,3.405
1130,0.000,45,45,45,2.593,3.345
1131,0.000,39,39,39,2.537,3.317
1132,0.000,40,40,40,2.644,4.016
1133,0.000,47,47,47,2.727,4.039
1134,0.000,63,63,63,2.759,4.104
1135,0.000,35,35,35,2.810,4.035
1136,0.000,27,27,27,2.907,4.072
1137,0.000,28,28,28,2.907,4.174
1138,0.000,34,34,34,3.023,4.137
1139,0.000,69,69,69,3.019,4.169
1140,0.000,61,61,61,3.093,4.141
1141,0.000,47,47,47,3.162,4.220
1142,0.000,58,58,58,2.215,4.552
1143,0.000,50,50,50,2.240,4.684
1144,0.000,31,31,31,2.080,4.747
1145,0.000,62,62,62,2.149,4.958
1146,0.000,50,50,50,2.066,5.024
1147,0.000,47,47,47,2.219,4.910
1148,0.000,36,36,36,2.302,4.823
1149,0.000,31,31,31,2.378,4.729
1150,0.000,35,35,35,2.403,4.872
1151,0.000,30,30,30,2.469,4.771
1152,0.000,74,74,74,2.583,4.771
1153,0.000,35,35,35,2.632,4.708
1154,0.000,36,36,36,2.556,4.889
1155,0.000,30,30,30,2.406,4.580
1156,0.000,28,28,28,2.667,4.840
1157,0.000,30,30,30,2.722,4.913
1158,0.000,46,46,46,2.778,4.799
1159,0.000,44,44,44,2.892,4.785
1160,0.000,47,47,47,2.986,4.809
1161,0.000,42,42,42,3.003,4.965
1162,0.000,53,53,53,2.771,5.038
1163,0.000,52,52,52,2.719,5.108
1164,0.000,76,76,76,2.469,5.094
1165,0.000,41,41,41,2.337,5.080
1166,0.000,36,36,36,2.319,5.194
1167,0.000,36,36,36,2.132,5.160
1168,0.000,51,51,51,2.045,5.219
1169,0.000,49,49,49,1.878,5.340
1170,0.000,57,57,57,1.778,5.424
1171,0.000,70,70,70,2.125,5.517
1172,0.000,41,41,41,2.201,5.288
1173,0.000,49,49,49,1.910,5.632
1174,0.000,55,55,55,1.948,5.677
1175,0.000,34,34,34,1.910,5.816
1176,0.000,41,41,41,1.590,5.625
1177,0.000,54,54,54,1.608,5.809
1178,0.000,32,32,32,1.677,5.878
1179,0.000,30,30,30,1.778,5.809
1180,0.000,44,44,44,1.358,5.858
1181,0.000,63,63,63,1.375,6.062
1182,0.000,52,52,52,1.521,6.031
1183,0.000,55,55,55,1.490,6.125
1184,0.000,46,46,46,0.156,5.868
1185,0.000,32,32,32,0.035,5.802
1186,0.000,45,45,45,0.330,6.059
1187,0.000,44,44,44,0.128,6.174
1188,0.000,47,47,47,0.222,6.215
1189,0.000,23,23,23,0.521,6.069
1190,0.000,25,25,25,0.403,5.955
1191,0.000,46,46,46,0.597,5.913
1192,0.000,45,45,45,0.840,5.809
1193,0.000,47,47,47,0.826,6.017
1194,0.000,55,55,55,0.934,5.847
1195,0.000,30,30,30,0.747,5.924
1196,0.000,46,46,46,1.083,6.146
1197,0.000,51,51,51,0.788,6.149
1198,0.000,26,26,26,0.875,6.142
1199,0.000,29,29,29,0.688,6.062
1200,0.000,44,44,44,0.708,6.233
1201,0.000,30,30,30,0.559,6.208
1202,0.000,45,45,45,0.524,6.309
1203,0.000,50,50,50,0.079,6.359
1204,0.000,37,37,37,0.194,6.400
1205,0.000,34,34,34,0.190,6.475
1206,0.000,37,37,37,0.287,6.414
1207,0.000,28,28,28,0.273,6.558
1208,0.000,42,42,42,0.125,6.562
1209,0.000,37,37,37,0.412,6.562
1210,0.000,42,42,42,0.491,6.604
1211,0.000,45,45,45,0.278,6.743
1212,0.000,47,47,47,0.060,6.854
1213,0.000,53,53,53,0.204,6.900
1214,0.000,34,34,34,0.333,6.877
1215,0.000,40,40,40,0.574,6.502
1216,0.000,58,58,58,0.685,6.447
1217,0.000,46,46,46,0.653,6.396
1218,0.000,39,39,39,0.875,6.391
1219,0.000,42,42,42,0.875,6.312
1220,0.000,51,51,51,0.949,6.336
1221,0.000,75,75,75,2.236,5.667
1222,0.000,56,56,56,2.448,5.340
1223,0.000,53,53,53,1.125,6.417
1224,0.000,72,72,72,1.038,6.465
1225,0.000,58,58,58,1.049,6.552
1226,0.000,71,71,71,1.309,6.413
1227,0.000,36,36,36,1.274,6.312
1228,0.000,35,35,35,1.312,6.226
1229,0.000,59,59,59,1.583,6.497
1230,0.000,62,62,62,1.549,6.208
1231,0.000,40,40,40,1.625,6.236
1232,0.000,70,70,70,1.757,6.191
1233,0.000,53,53,53,1.927,6.288
1234,0.000,46,46,46,1.844,6.267
1235,0.000,41,41,41,1.778,6.389
1236,0.000,28,28,28,1.705,6.351
1237,0.000,46,46,46,1.066,6.903
1238,0.000,34,34,34,1.052,7.049
1239,0.000,45,45,45,0.910,6.948
1240,0.000,41,41,41,0.681,6.826
1241,0.000,21,21,21,0.708,6.708
1242,0.000,28,28,28,0.875,6.688
1243,0.000,45,45,45,1.361,6.688
1244,0.000,46,46,46,1.326,6.771
1245,0.000,71,71,71,1.597,6.833
1246,0.000,27,27,27,1.701,6.785
1247,0.000,25,25,25,1.333,6.938
1248,0.000,43,43,43,0.625,7.097
1249,0.000,25,25,25,0.743,7.035
1250,0.000,49,49,49,0.326,7.090
1251,0.000,30,30,30,1.549,7.007
1252,0.000,43,43,43,1.639,7.021
1253,0.000,28,28,28,1.118,6.701
1254,0.000,30,30,30,1.681,6.660
1255,0.000,40,40,40,1.940,6.674
1256,0.000,54,54,54,1.894,6.618
1257,0.000,46,46,46,1.824,6.618
1258,0.000,47,47,47,1.852,6.544
1259,0.000,30,30,30,2.065,6.507
1260,0.000,18,18,18,2.042,6.595
1261,0.000,24,24,24,2.116,6.632
1262,0.000,63,63,63,2.171,6.757
1263,0.000,41,41,41,2.083,6.771
1264,0.000,51,51,51,2.088,6.900
1265,0.000,40,40,40,2.005,7.067
1266,0.000,52,52,52,2.148,7.012
1267,0.000,36,36,36,2.204,6.896
1268,0.000,30,30,30,2.287,6.748
1269,0.000,31,31,31,2.356,6.623
1270,0.000,19,19,19,2.292,6.572
1271,0.000,43,43,43,2.361,6.461
1272,0.000,39,39,39,2.384,6.488
1273,0.000,31,31,31,2.458,6.549
1274,0.000,52,52,52,2.509,6.400
1275,0.000,74,74,74,2.403,6.294
1276,0.000,43,43,43,2.185,6.322
1277,0.000,47,47,47,2.009,6.118
1278,0.000,62,62,62,2.130,6.252
1279,0.000,31,31,31,1.906,6.243
1280,0.000,29,29,29,1.924,6.212
1281,0.000,44,44,44,2.052,6.194
1282,0.000,36,36,36,2.115,6.062
1283,0.000,38,38,38,2.240,6.052
1284,0.000,49,49,49,2.347,6.132
1285,0.000,52,52,52,2.531,6.222
1286,0.000,57,57,57,2.531,6.146
1287,0.000,62,62,62,2.194,5.854
1288,0.000,70,70,70,1.979,6.000
1289,0.000,46,46,46,2.604,5.819
1290,0.000,53,53,53,2.299,5.840
1291,0.000,51,51,51,2.681,5.899
1292,0.000,40,40,40,2.733,6.184
1293,0.000,37,37,37,2.625,6.174
1294,0.000,32,32,32,2.840,6.132
1295,0.000,23,23,23,2.861,6.233
1296,0.000,42,42,42,2.684,6.375
1297,0.000,43,43,43,2.715,6.312
1298,0.000,40,40,40,2.771,6.260
1299,0.000,33,33,33,2.806,6.399
1300,0.000,48,48,48,2.667,6.521
1301,0.000,42,42,42,2.698,6.580
1302,0.000,50,50,50,2.587,6.736
1303,0.000,51,51,51,2.712,6.781
1304,0.000,37,37,37,2.330,7.062
1305,0.000,37,37,37,2.552,7.097
1306,0.000,39,39,39,2.885,6.691
1307,0.000,32,32,32,2.823,6.851
1308,0.000,42,42,42,3.139,6.882
1309,0.000,47,47,47,3.090,6.983
1310,0.000,38,38,38,3.021,7.031
1311,0.000,47,47,47,2.986,6.851
1312,0.000,44,44,44,3.260,6.993
1313,0.000,32,32,32,3.392,7.094
1314,0.000,49,49,49,3.222,6.788
1315,0.000,35,35,35,3.125,6.802
1316,0.000,89,89,89,3.285,6.712
1317,0.000,61,61,61,3.163,6.594
1318,0.000,53,53,53,3.122,6.594
1319,0.000,52,52,52,3.073,6.556
1320,0.000,53,53,53,3.243,6.497
1321,0.000,58,58,58,2.462,5.549
1322,0.000,39,39,39,2.438,5.406
1323,0.000,27,27,27,2.323,5.392
1324,0.000,44,44,44,2.580,5.354
1325,0.000,27,27,27,2.667,5.333
1326,0.000,31,31,31,2.632,5.271
1327,0.000,64,64,64,2.677,5.545
1328,0.000,62,62,62,2.830,5.580
1329,0.000,30,30,30,2.712,5.465
1330,0.000,37,37,37,2.788,5.684
1331,0.000,51,51,51,2.764,5.764
1332,0.000,48,48,48,2.872,5.854
1333,0.000,56,56,56,3.024,5.844
1334,0.000,37,37,37,3.049,5.726
1335,0.000,47,47,47,3.128,5.712
1336,0.000,51,51,51,3.170,5.833
1337,0.000,74,74,74,3.163,6.035
1338,0.000,71,71,71,3.062,6.111
1339,0.000,74,74,74,3.128,6.188
1340,0.000,52,52,52,3.191,6.247
1341,0.000,34,34,34,3.281,6.267
1342,0.000,30,30,30,3.288,6.333
1343,0.000,50,50,50,3.389,6.274
1344,0.000,52,52,52,3.462,6.358
1345,0.000,75,75,75,3.507,6.212
1346,0.000,36,36,36,3.358,6.090
1347,0.000,31,31,31,3.392,6.024
1348,0.000,26,26,26,3.538,5.979
1349,0.000,29,29,29,3.559,6.146
1350,0.000,36,36,36,3.281,5.906
1351,0.000,32,32,32,3.427,6.556
1352,0.000,33,33,33,3.448,6.712
1353,0.000,40,40,40,3.573,6.497
1354,0.000,62,62,62,3.688,6.403
1355,0.000,46,46,46,3.615,6.413
1356,0.000,52,52,52,3.722,6.191
1357,0.000,48,48,48,3.750,6.260
1358,0.000,32,32,32,3.757,6.365
1359,0.000,64,64,64,3.774,6.528
1360,0.000,35,35,35,3.576,6.750
1361,0.000,38,38,38,3.549,6.840
1362,0.000,55,55,55,3.622,6.826
1363,0.000,30,30,30,3.736,6.819
1364,0.000,46,46,46,3.778,6.701
1365,0.000,46,46,46,3.889,6.583
1366,0.000,50,50,50,3.962,6.694
1367,0.000,46,46,46,4.062,6.847
1368,0.000,45,45,45,4.163,6.677
1369,0.000,30,30,30,3.951,6.448
1370,0.000,25,25,25,3.986,6.483
1371,0.000,36,36,36,3.958,6.372
1372,0.000,27,27,27,4.021,6.306
1373,0.000,34,34,34,4.062,6.385
1374,0.000,27,27,27,4.128,6.392
1375,0.000,70,70,70,4.174,6.375
1376,0.000,65,65,65,4.194,6.462
1377,0.000,34,34,34,4.125,6.528
